idx,membership,set_split,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000,elbow_frac,elbow_delta_slope,elbow_idx
429,1,test,1.5910251869967995,0.6681596197663098,0.8185947403905153,4.064875325314993,1.707066345622462,2.091409733070889,4.908778765784958,2.3922875231992524,2.743756931321142,12.541331115023764,6.112002879393212,7.0099643550216975,1.4912602783390663,0.5163290740273622,0.8045823830651884,2.9825205566781325,1.0326581480547243,1.6091647661303767,4.442691019578106,1.7917061911949266,2.455587828602446,8.885382039156212,3.583412382389853,4.911175657204892,1.4752847781670504,0.56791648778034,0.8394834394799204,3.404503334231655,1.3105765102623232,1.9372694757228934,4.372280725744561,1.894487612316225,2.483745834408852,10.089878597872064,4.3718944899605185,5.731721156328119,0.3517587939698492,-0.0032412060301507672,-0.0032412060301507672,0.2613065326633166,-0.003693467336683409,-0.003693467336683409,0.18090452261306533,-0.009095477386934614,-0.009095477386934614,0.3421052631578947,0.1127145821543104,0.13780418788907745,0.3621103117505995,0.321608040201005,0.11358799007569165,0.15132423385709848,0.3535353535353535,0.32441471571906355,0.09736964059385489,0.14310214619737283,0.34563758389261745,16.0,-6.0,-6.0,22.0,-10.0,-10.0,24.0,-8.0,-8.0,2.130695375639965e-05,-0.0003513408576884353,-7.844718076926271e-05,-0.09872762749170771,-0.08880869551896708,-0.09371208180729429,0.02631578947368421,-0.19782233237975988,11
324,1,test,2.514711113468154,1.17526493629869,1.608018553606968,5.525957542334479,2.58258855428693,3.533543955378369,12.363036748371927,8.546107730909789,9.886917389818949,27.16718266361984,18.77966348512024,21.72602865915629,2.533716522926396,1.1272184639450675,1.589024712653872,4.606757314411629,2.0494881162637593,2.889135841188858,12.600248335456152,8.518611639356523,10.028227749350295,22.909542428102093,15.48838479883004,18.23314136245508,2.5140684004589784,1.1612350475549194,1.6082772928122129,5.274269371592262,2.4361574424229078,3.374008306599048,12.355093416735556,8.486722940083855,9.881205155696533,25.91977639874592,17.804313860315773,20.72980102593678,0.5326633165829145,-0.0023366834170853723,-0.0023366834170853723,0.42211055276381915,-0.0028894472361808976,-0.0028894472361808976,0.3316582914572864,-0.0033417085427135396,-0.0033417085427135396,0.38953488372093026,0.12393256151483445,0.18230125713246492,0.40524781341107874,0.37688442211055273,0.12124532436619184,0.18155887953960115,0.4040404040404041,0.3913043478260869,0.12920084198301518,0.19330657252019146,0.4093959731543624,21.0,-10.0,-10.0,33.0,-15.0,-15.0,39.0,-10.0,-10.0,-0.00024393661715284724,6.831935238543082e-05,-6.481384692505266e-05,-0.025298191019291316,-0.02488573877835254,-0.023302671380806217,0.9651162790697675,0.5463613417353661,332
12,1,test,2.443533071390341,1.084648947783953,1.5066984561225427,4.0371415962101285,1.7920286963387047,2.4893278840285484,11.513647505860039,7.6217994493660335,8.961756602076107,19.022548053160065,12.592538220691708,14.806380472995311,2.5277337984983737,1.0920197250488484,1.5438662761470745,3.8398398923753922,1.6588696586619913,2.3452625110936474,12.525089573201543,8.322444638459146,9.850308534380652,19.02666278677181,12.642492237048627,14.96344578886832,2.4250984268975824,1.0421377760699415,1.4661461072969397,4.006101821228603,1.7215425140602898,2.421976166197707,11.303341917406057,7.316654556005594,8.694380234343935,18.6723714547205,12.08662824445123,14.36253972413722,0.5454545454545454,-0.00454545454545463,-0.00454545454545463,0.43939393939393945,-0.0006060606060604989,0.0043939393939393945,0.3232323232323232,-0.0017676767676767513,-0.0017676767676767513,0.39882697947214074,0.1250348857678948,0.18866080156402731,0.38235294117647056,0.38888888888888884,0.11432969493422884,0.18419090231170765,0.36040609137055835,0.38926174496644295,0.11622991917079806,0.18055638782358585,0.367003367003367,15.0,-5.0,-5.0,24.0,-7.0,-7.0,31.0,-7.0,-7.0,0.0013350967785101667,-0.0004214020985057355,0.0002045204877093165,-0.03686750645564629,-0.02789747417080335,-0.03319188492652714,0.05278592375366569,-0.4080376007616312,18
134,1,test,2.8359672921363352,1.3230701634017272,1.8246245465151432,4.7489866489620285,2.2155553623827737,3.0554363707916297,17.04688164253666,12.507017310776206,14.297591507558733,28.545961567088018,20.94370354408087,23.942120690172317,2.7570983542538374,1.2461444626767142,1.7462396240215634,4.37634659405371,1.9780070836138322,2.7718089270183546,15.754063850661385,11.223012985858679,13.006104092430006,25.006450556605373,17.814306326759805,20.644609670523817,2.8359672921363352,1.3230701634017272,1.8246245465151432,4.7489866489620285,2.2155553623827737,3.0554363707916297,17.04688164253666,12.507017310776206,14.297591507558733,28.545961567088018,20.94370354408087,23.942120690172317,0.5979899497487438,-0.007010050251256228,-0.0020100502512562235,0.4371859296482412,-0.002814070351758735,-0.002814070351758735,0.33668341708542715,-0.0033165829145728187,-0.0033165829145728187,0.3794326241134752,0.10509634092763454,0.167168473170079,0.43772241992882566,0.3517587939698492,0.08609463356884672,0.14307765874447353,0.4191919191919192,0.3794326241134752,0.10509634092763454,0.167168473170079,0.43772241992882566,24.0,-11.0,-11.0,31.0,-11.0,-11.0,40.0,-11.0,-11.0,-0.0005087640335394207,-0.0005139982408007705,-0.00016951073031116253,-0.017893977212144918,-0.01960999609941183,-0.021046056359330656,0.03546099290780142,-0.3991317734372425,10
243,1,test,2.552545054326898,1.1986677918927242,1.4747728306616066,5.080065157140787,2.3855839387668922,2.935087104159864,12.83974007050667,8.967329256541976,9.90161330507781,25.553600336400525,17.84674352037275,19.706151969909754,2.0168213006790343,0.8803692732376953,1.2516238536572866,4.636370806158699,2.023837409741828,2.8772962153041064,7.514400909098672,4.3987065754726835,5.364982180012042,17.274484848502695,10.111969139017665,12.333292367843775,2.3806293401358762,1.1005085096252287,1.5213014791829536,4.793213436515187,2.2157889455541517,3.0630231124489002,10.811704963160294,7.214630627519806,8.45013210834722,21.768533482873075,14.526101934603638,17.01368880875279,0.42713567839195976,-0.002864321608040288,-0.002864321608040288,0.33668341708542715,-0.0033165829145728187,-0.0033165829145728187,0.2613065326633166,-0.003693467336683409,-0.003693467336683409,0.38024691358024687,0.11267601345694234,0.15150791064769553,0.40841584158415845,0.33668341708542715,0.10109444465434947,0.15638291625070266,0.30808080808080807,0.36789297658862874,0.10745891982736,0.1743445894918545,0.38590604026845643,13.0,-1.0,-1.0,17.0,0.0,0.0,25.0,-2.0,-2.0,-0.0005525359478639097,-0.0011037350002133905,-0.00016546072408829099,-0.05283962738535397,-0.03935011671454447,-0.04766945707808823,0.024691358024691357,0.6010823270590776,10
268,1,test,1.8597728947914767,0.8512241348738867,1.068326564431668,4.69037063403385,2.1467979753737647,2.6943330335666595,6.422278072995435,3.680658694367846,4.215692501870928,16.197066083466474,9.282667524789348,10.63202951729712,1.8848823242470236,0.8000968769755921,1.1582486667948877,3.490522822679673,1.4816608832881335,2.1449049385090513,6.58557943339749,3.626774502435256,4.517472513366878,12.19551746925461,6.7162490785838065,8.36568983956829,1.7869928100839247,0.789853798736739,1.118817167050894,4.092349946757079,1.8088254932902417,2.5621767184371613,5.971468100078896,3.260952130771639,4.02079275576787,13.67511778644022,7.467829307110623,9.207922341453138,0.4974874371859297,-0.002512562814070307,-0.002512562814070307,0.33668341708542715,-0.0033165829145728187,-0.0033165829145728187,0.2361809045226131,-0.008819095477386907,-0.008819095477386907,0.345,0.10529962546816474,0.1416764418377321,0.33834586466165417,0.3467336683417085,0.0860820392690268,0.1480692276071509,0.3282828282828283,0.34448160535117056,0.10908928481694691,0.15315791235895704,0.325503355704698,17.0,-6.0,-6.0,26.0,-10.0,-10.0,37.0,-14.0,-14.0,0.00045944171541539836,0.00014693741742435087,0.00012209621968490013,-0.06640517277359326,-0.07327327981068699,-0.06991157577863572,0.025,-0.5325834059218052,10
66,1,test,2.799462597148191,1.2796003346774905,1.7668507151136617,4.950462106821377,2.262796072056805,3.1244309255964753,16.43581174522195,11.864216273712287,13.627420294333596,29.06445805793486,20.98022425803359,24.09820650918879,2.6149203954554237,1.160520580298785,1.6346450765825349,4.547687644270303,2.0182966613891917,2.842861002752235,13.666128448661025,9.384215693568684,11.000938530649417,23.767179910714827,16.320375119249885,19.13206700982507,2.7788285292511357,1.2536112986671812,1.7412656183915407,4.8751377706160275,2.1993180678371598,3.054851962090422,16.10014904258743,11.504007159131568,13.277818687187969,28.24587551331128,20.18246870023082,23.294418749452575,0.5477386934673367,-0.007261306532663214,-0.007261306532663214,0.4371859296482412,-0.002814070351758735,-0.002814070351758735,0.36180904522613067,-0.0031909547738693256,-0.0031909547738693256,0.42307692307692313,0.14787692307692313,0.20879120879120883,0.40836012861736337,0.39698492462311563,0.13382702988627349,0.19832048388855805,0.36868686868686873,0.4247491638795987,0.15095951446390588,0.21006618278949862,0.4093959731543624,21.0,-4.0,-4.0,31.0,-5.0,-5.0,41.0,-4.0,-4.0,0.00016804601866446107,0.00027009177740993225,-0.0002455962589251723,-0.019150943508927654,-0.01593294433467385,-0.01828412303308813,0.03205128205128205,-0.5284781387628033,10
226,1,test,2.6757895414740043,1.233365017862516,1.7037191992099714,4.494143760265731,2.0715080962994743,2.8614952296123275,14.523812466188621,10.29287105720591,11.880400901493283,24.393585578570942,17.287474040832024,19.953822508585404,2.8145544335131865,1.2487655172637948,1.7610168974211282,4.297029669485781,1.9065122400973968,2.6885754159101194,16.6857395174429,11.899289962841904,13.817961453754101,25.47441147701206,18.16685490510214,21.09612435687649,2.6997374039291873,1.266224352384904,1.7273948721038583,4.499562339881979,2.110373920641506,2.8789914535064303,14.875824878770803,10.682419885203027,12.231693707111038,24.793041464618007,17.804033142005046,20.386156178518398,0.6180904522613065,-0.0019095477386934512,-0.0019095477386934512,0.4974874371859297,0.0024874371859296973,0.0024874371859296973,0.37688442211055273,-0.003115577889447274,-0.003115577889447274,0.41254125412541254,0.13082790980910286,0.2017838446852369,0.4039735099337748,0.39698492462311563,0.11127063890882993,0.18329544215233096,0.4040404040404041,0.41137123745819393,0.1275648935516831,0.20113764457721506,0.40604026845637586,20.0,-8.0,-8.0,33.0,-13.0,-13.0,39.0,-12.0,-12.0,0.00036531498631689366,7.122990643386103e-05,7.707972102996739e-05,-0.002728899763154047,-0.0034081770482767837,-0.0042425244870019085,0.036303630363036306,-0.534901424890193,11
69,1,test,2.8362032328317888,1.311216927509609,1.8161725049064588,5.2178867168123295,2.4123029371490885,3.341291723770216,17.050904170167037,12.455823529440174,14.27762419037186,31.369291646397052,22.91552149326494,26.267167581004642,2.689237382841146,1.179320518208422,1.6783550403148906,4.636616177312321,2.033311238290383,2.8937155867498117,14.720445574378555,10.194091095848655,11.972420929747459,25.38007857651475,17.576019130773545,20.642105051288723,2.8362032328317888,1.311216927509609,1.8161725049064588,5.2178867168123295,2.4123029371490885,3.341291723770216,17.050904170167037,12.455823529440174,14.27762419037186,31.369291646397052,22.91552149326494,26.267167581004642,0.6281407035175879,0.003140703517587884,0.003140703517587884,0.49246231155778897,0.0024623115577889765,-0.002537688442211028,0.36180904522613067,-0.0031909547738693256,-0.0031909547738693256,0.4020979020979021,0.09494257923577298,0.1788420881444137,0.44561403508771935,0.4120603015075377,0.1213334844649312,0.18835412454593503,0.4444444444444444,0.4020979020979021,0.09494257923577298,0.1788420881444137,0.44561403508771935,18.0,-3.0,-3.0,28.0,-4.0,-4.0,34.0,-4.0,-4.0,-0.00040780061123838504,-0.0002865281345373544,1.0969320899265427e-05,-0.004969722579938107,-0.005090491512242501,-0.005579013847453851,0.03496503496503497,-0.49889698696114926,10
441,1,test,2.416646773127306,1.1039966049891297,1.5370338055069634,4.116729677478492,1.8806453794291573,2.618319215195002,11.208212551565277,7.492203829409695,8.79824576085262,19.093059753538526,12.762882104750236,14.987709348429174,2.297857375258589,0.9614758493561977,1.4039854577380089,3.508179198868075,1.4679020600857982,2.1434892484549755,9.95283440331048,6.147585036029313,7.508257853855753,15.19516702795493,9.385626009205058,11.462989089856112,2.416646773127306,1.1039966049891297,1.5370338055069634,4.116729677478492,1.8806453794291573,2.618319215195002,11.208212551565277,7.492203829409695,8.79824576085262,19.093059753538526,12.762882104750236,14.987709348429174,0.5829145728643217,-0.002085427135678275,-0.002085427135678275,0.42713567839195976,0.0021356783919597166,0.007135678391959721,0.3266331658291457,-0.0033668341708542604,-0.0033668341708542604,0.3972602739726028,0.1032431799555088,0.16605298467875307,0.4054982817869416,0.3869346733668342,0.10623291898086928,0.1665673945688375,0.38383838383838387,0.3972602739726028,0.1032431799555088,0.16605298467875307,0.4054982817869416,17.0,-7.0,-7.0,31.0,-16.0,-16.0,37.0,-18.0,-18.0,5.6652003871155e-05,0.0001644738783344553,-9.508072874210211e-05,-0.023765394033569365,-0.02250018247197083,-0.021645748612561633,0.9623287671232876,0.5429302004171862,281
