domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.805, 0, 0)","(0.219, 100, 72)","(0.782, 25, 9)","(0.807, 25, 9)","(0.801, 0, '-')","(0.235, 0, 0)","(0.004, 0, 0)","(0.163, 0, 0)","(0.279, 0, 0)","(0.311, 100, 'γ=1')"
dm_mathematics,"(0.83, 0, 0)","(0.151, 100, 72)","(0.771, 0, 0)","(0.906, 0, 0)","(0.926, 100, 'γ=1')","(0.1, 0, 0)","(0.0, 0, 0)","(0.038, 0, 0)","(0.178, 0, 0)","(0.43, 100, 'γ=2')"
github,"(0.891, 100, 9)","(0.14, 25, 72)","(0.887, 100, 9)","(0.891, 0, 0)","(0.883, 0, '-')","(0.575, 25, 9)","(0.003, 25, 36)","(0.502, 25, 18)","(0.603, 100, 9)","(0.363, 0, '-')"
hackernews,"(0.595, 0, 0)","(0.439, 100, 72)","(0.587, 0, 0)","(0.597, 0, 0)","(0.579, 100, 'γ=2')","(0.05, 0, 0)","(0.008, 25, 9)","(0.057, 0, 0)","(0.062, 0, 0)","(0.038, 25, 'γ=1')"
pile_cc,"(0.558, 25, 18)","(0.443, 100, 72)","(0.556, 25, 36)","(0.558, 25, 18)","(0.55, 0, '-')","(0.058, 100, 36)","(0.013, 100, 72)","(0.036, 25, 72)","(0.06, 25, 18)","(0.043, 0, '-')"
pubmed_central,"(0.793, 0, 0)","(0.271, 25, 72)","(0.776, 0, 0)","(0.796, 0, 0)","(0.805, 100, 'γ=3')","(0.134, 0, 0)","(0.001, 25, 9)","(0.095, 25, 9)","(0.214, 0, 0)","(0.226, 25, 'γ=1')"
