domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.801, 0, 0)","(0.23, 100, 72)","(0.776, 25, 9)","(0.802, 0, 0)","(0.798, 0, '-')","(0.259, 0, 0)","(0.004, 25, 9)","(0.199, 0, 0)","(0.261, 0, 0)","(0.276, 0, '-')"
dm_mathematics,"(0.909, 0, 0)","(0.111, 100, 72)","(0.866, 0, 0)","(0.945, 0, 0)","(0.925, 25, 'γ=1')","(0.324, 0, 0)","(0.0, 0, 0)","(0.257, 0, 0)","(0.479, 0, 0)","(0.567, 25, 'γ=2')"
github,"(0.87, 100, 9)","(0.151, 25, 72)","(0.867, 100, 18)","(0.872, 0, 0)","(0.874, 0, '-')","(0.549, 100, 9)","(0.0, 0, 0)","(0.502, 25, 9)","(0.564, 25, 18)","(0.536, 25, 'γ=2')"
hackernews,"(0.581, 0, 0)","(0.439, 100, 72)","(0.578, 0, 0)","(0.58, 0, 0)","(0.574, 100, 'γ=2')","(0.038, 0, 0)","(0.011, 0, 0)","(0.035, 0, 0)","(0.038, 25, 9)","(0.028, 0, '-')"
pile_cc,"(0.542, 0, 0)","(0.467, 25, 72)","(0.535, 100, 9)","(0.543, 25, 9)","(0.528, 0, '-')","(0.04, 100, 72)","(0.014, 25, 72)","(0.027, 100, 72)","(0.045, 100, 36)","(0.021, 25, 'γ=4')"
pubmed_central,"(0.829, 100, 9)","(0.211, 100, 72)","(0.812, 25, 9)","(0.829, 0, 0)","(0.822, 0, '-')","(0.263, 100, 9)","(0.002, 25, 72)","(0.21, 100, 9)","(0.313, 25, 18)","(0.26, 25, 'γ=4')"
