domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.76, 0, 0)","(0.272, 25, 72)","(0.732, 100, 9)","(0.762, 25, 9)","(0.764, 0, '-')","(0.152, 0, 0)","(0.01, 0, 0)","(0.107, 0, 0)","(0.211, 0, 0)","(0.177, 0, '-')"
dm_mathematics,"(0.932, 0, 0)","(0.096, 25, 72)","(0.909, 0, 0)","(0.95, 0, 0)","(0.928, 0, '-')","(0.46, 0, 0)","(0.011, 0, 0)","(0.27, 0, 0)","(0.759, 0, 0)","(0.606, 0, '-')"
github,"(0.854, 100, 18)","(0.165, 25, 72)","(0.853, 100, 18)","(0.852, 0, 0)","(0.857, 0, '-')","(0.514, 25, 36)","(0.003, 25, 72)","(0.478, 25, 72)","(0.493, 100, 18)","(0.466, 0, '-')"
hackernews,"(0.579, 0, 0)","(0.434, 100, 72)","(0.573, 0, 0)","(0.582, 25, 9)","(0.558, 100, 'γ=2')","(0.039, 0, 0)","(0.011, 25, 72)","(0.023, 0, 0)","(0.05, 0, 0)","(0.034, 0, '-')"
pile_cc,"(0.542, 0, 0)","(0.476, 25, 72)","(0.544, 100, 18)","(0.543, 0, 0)","(0.517, 0, '-')","(0.041, 0, 0)","(0.015, 100, 72)","(0.04, 25, 9)","(0.034, 100, 72)","(0.012, 100, 'γ=1')"
pubmed_central,"(0.81, 100, 9)","(0.24, 25, 72)","(0.787, 0, 0)","(0.812, 0, 0)","(0.811, 0, '-')","(0.193, 100, 9)","(0.003, 25, 72)","(0.174, 100, 9)","(0.28, 100, 9)","(0.248, 0, '-')"
