metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.53,0.529,0.521,0.552,0.546,0.548,0.562,0.558,0.56,0.559,0.556,0.559,0.543,0.542,0.542,0.543,0.541,0.542,0.542,0.54,0.541,0.519,0.512,0.512,0.523,0.524,0.524,0.53,0.534,0.534,0.521,0.502,0.499,0.526,0.514,0.51,0.523,0.513,0.511,0.508,0.51,0.509,0.537,0.531,0.533,0.533,0.529,0.529,0.532,0.528,0.529,0.505,0.482,0.527,0.513,0.521,0.521,0.522,0.512,0.512,0.524,0.515,0.515,0.512,0.537,0.537,0.537,0.533,0.532,0.533,0.532,0.532,0.532,0.528,0.511,0.504
TPR01,1.529,1.443,1.371,2.7,3.214,2.914,3.1,2.643,2.614,2.929,2.686,2.686,3.014,2.943,2.986,2.457,2.243,2.243,2.357,2.1,2.186,1.786,1.043,1.043,1.579,0.657,0.657,1.764,1.529,1.529,1.379,1.3,1.114,1.457,1.443,1.243,1.571,1.443,1.086,1.836,0.843,0.814,1.8,1.943,1.9,1.629,1.8,1.743,1.543,1.786,1.771,1.071,1.814,1.557,1.845,0.733,0.733,1.67,0.397,0.397,1.089,0.511,0.511,1.371,1.8,1.814,1.786,1.629,1.671,1.629,1.543,1.586,1.657,2.529,1.171,1.186
