idx,membership,set_split,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000,elbow_frac,elbow_delta_slope,elbow_idx,nei_delta
156,1,test,2.110598939852117,0.9836943853967317,1.2332564174344391,4.517822595575343,2.105637711443815,2.6398353584002052,8.253182964778764,5.167094085111392,5.848681664708309,17.666272724607516,11.060374365968169,12.519340212024272,3.322532716992059,1.543986386319254,2.1313888140584143,5.232334987389069,2.4314746241248093,3.356517817414826,27.730495189135414,21.809252558618034,24.439651728500024,43.67007116399278,34.34527961987092,38.48764051732287,2.740300026562172,1.2538058443076436,1.7331320393468481,4.952349445594287,2.265914176459597,3.1321663361690026,15.491632300344259,11.070065193752914,12.753795862622889,27.996925843995648,20.006141916420926,23.04902866739076,0.7185929648241206,-0.0014070351758793676,-0.0014070351758793676,0.592964824120603,-0.0020351758793969443,-0.0020351758793969443,0.4773869346733668,-0.0026130653266331905,-0.0026130653266331905,0.359493670886076,0.1268767303045336,0.16203521536310428,0.2741116751269036,0.44723618090452266,0.1289404415561517,0.2051660640430869,0.43939393939393945,0.4046822742474916,0.12755372666819276,0.1899992931573915,0.36241610738255037,21.0,-9.0,-9.0,33.0,-14.0,-14.0,42.0,-15.0,-15.0,0.0007601561729750802,0.0027837063764981286,0.0002982067374155327,-0.04875145210363918,-0.07373207076668287,-0.05880729611368363,0.027848101265822784,-0.7724482087626845,11,-1.6541132926940918
198,1,test,2.0905062766319715,0.8977226683387689,1.2426465913752764,4.134297329205128,1.7753844949269508,2.457524543837139,8.089009404245772,4.792765503595275,5.754364777892936,15.99725882180449,9.478430102082278,11.380140398737986,1.7632043268981554,0.7189616547428654,1.0473275943426108,3.3584844321869625,1.369450770938791,1.994909703509735,5.8310922160007745,2.989846262021216,3.7851125428563805,11.106842316191951,5.6949452609927915,7.209738176869296,1.787692454915669,0.7342913936183055,1.0593536239828207,3.7243592810743107,1.5297737367048034,2.2069867166308765,5.975647468739399,3.108260757767574,3.9040110592927952,12.449265559873748,6.475543245349113,8.133356373526656,0.42713567839195976,-0.007864321608040292,-0.007864321608040292,0.3266331658291457,-0.0033668341708542604,-0.0033668341708542604,0.24120603015075381,-0.0037939698492461815,-0.0037939698492461815,0.3541076487252125,0.11082617772096925,0.1488290563498459,0.40625,0.3467336683417085,0.12367602423143276,0.1630942693433779,0.36363636363636365,0.34782608695652173,0.11076431734049497,0.15539004691202785,0.3657718120805369,17.0,-7.0,-7.0,25.0,-10.0,-10.0,31.0,-13.0,-13.0,0.00024670780251753553,-0.0005284352397723062,8.980704982017002e-05,-0.06680596469210265,-0.05446963501827362,-0.06133611357193747,0.028328611898016998,-0.3101602586324919,10,-1.1687862873077393
370,1,test,2.5414454227585046,1.1595802890571472,1.4875658572932238,4.831262585837949,2.2043506485046755,2.8278479663395935,12.698011707691506,8.715689439119053,9.82925261190771,24.138794533433362,16.56843932981048,18.68531189590377,2.488788241993306,1.0799683888944989,1.5255979901526642,4.182837381501354,1.8150729225117623,2.564030235550696,12.04666962409157,7.9555451979054475,9.426627876501758,20.246503569901797,13.370664198160416,15.843072061347495,2.375447283293686,1.041918266083988,1.4640190112855467,4.426299285640409,1.9414626076099157,2.7279857353146832,10.7558230102615,6.961412683300406,8.267949653375782,20.04190623030093,12.971576428510073,15.406117366538723,0.5728643216080402,-0.0021356783919597166,-0.0021356783919597166,0.44221105527638194,-0.0027889447236180143,-0.0027889447236180143,0.31658291457286436,-0.003417085427135591,-0.003417085427135591,0.3942558746736292,0.11785431013647141,0.1596517691017817,0.39005235602094246,0.3919597989949749,0.12128310726565161,0.17660086744238723,0.3737373737373737,0.3946488294314381,0.12586752726115424,0.18663993065501983,0.37248322147651003,16.0,-6.0,-6.0,25.0,-11.0,-11.0,32.0,-13.0,-13.0,0.0005099351430262883,-0.0001862876758098523,0.00015315140107620583,-0.008276072026501602,-0.009376139244504422,-0.008646018250699328,0.9712793733681462,-0.5520407584229874,372,-1.5390822887420654
383,1,test,2.0108441795230982,0.8624819436254354,1.2000095529979729,4.853761812641961,2.081852967371741,2.896574783098555,7.469620387072416,4.316595619104703,5.219835453598389,18.03011817569204,10.419368735769975,12.599602819030594,2.3096064162287395,0.9162563935406414,1.3438350073989707,4.08779896677653,1.6216927319303385,2.3784690396441954,10.070460305167643,6.0421378595958615,7.443647083149468,17.82382354896928,10.694049309019224,13.174596607344192,1.980147185300103,0.8789333011957909,1.219372149115085,4.625500065661959,2.0531332582620427,2.8483771295735187,7.243809088916327,4.2359941413495825,5.103874984598073,16.921085293640484,9.895017564558792,11.92233297183456,0.5226130653266332,-0.002386934673366814,-0.002386934673366814,0.37688442211055273,-0.003115577889447274,-0.003115577889447274,0.29648241206030146,-0.0035175879396985854,-0.0035175879396985854,0.332378223495702,0.08202056970457183,0.13198721665308222,0.3247126436781609,0.35678391959798994,0.1086636188461102,0.15645002978162936,0.35858585858585856,0.3221476510067114,0.08094162085595757,0.1301833652924257,0.303030303030303,21.0,-12.0,-12.0,30.0,-16.0,-16.0,38.0,-18.0,-18.0,0.0008415326392836185,5.630836401046933e-05,0.0004500130252168144,-0.036151770858674936,-0.03274402231820517,-0.038175961723218244,0.03151862464183381,-0.3306779569255878,11,-0.8707046508789062
8,1,test,2.0912311411267983,0.9754973275473882,1.0477947671869812,4.2356291756720745,1.9757954346086932,2.1222283843871907,8.094874965572977,5.043068150578849,5.255918979813124,16.395551837050352,10.214349898206313,10.64546301843506,1.6691529709102408,0.6695986269131671,0.9976671100088065,3.1493452281325296,1.2633936356852207,1.8823907736015215,5.307670141618728,2.5905994618762875,3.350526937821475,10.014471965318355,4.887923512974128,6.321748939285802,2.0455726618867125,0.9318315292077746,1.2912354893145883,3.8839987251013532,1.7693003719134963,2.451712954394788,7.733586000019307,4.687854407177495,5.607384248668163,14.684024050669573,8.900989380716764,10.646932117724363,0.4522613065326633,0.002261306532663321,-0.0027386934673366836,0.3417085427135679,-0.003291457286432098,-0.003291457286432098,0.2211055276381909,0.0011055276381909396,-0.003894472361809065,0.37316561844863727,0.13546928337010322,0.1424715813029872,0.4012605042016807,0.3517587939698492,0.10865102454629028,0.16478049680791262,0.38383838383838387,0.3946488294314381,0.14590091624279033,0.19887574823010323,0.4295302013422819,18.0,-9.0,-9.0,27.0,-15.0,-15.0,34.0,-20.0,-20.0,-0.0008349103231713832,-0.0005112197618597737,-0.00021969696226325488,-0.09539647024835318,-0.09467527814215337,-0.09705823287960236,0.9769392033542977,-1.0348883566034939,466,-1.469804048538208
475,1,test,2.2776756668557234,1.0436117531756255,1.449614468366347,4.796694450729272,2.1978048841711852,3.052830469804625,9.753982536140565,6.318821128548612,7.465105778261836,20.54149964564702,13.307186217738138,15.72121614229976,2.428152440015621,1.0510261412107529,1.5042442735768584,4.150687931650634,1.796625882411543,2.5713577326100143,11.3379152387158,7.374419893804994,8.818798936148008,19.38105169011248,12.60584597231623,15.07486997632138,2.305939211072802,1.064528692861751,1.4750632621094697,4.705998389944494,2.172507536452553,3.01033318797851,10.033597494271081,6.573106384591211,7.738269043760472,20.476729580145065,13.414502825696353,15.792385803592802,0.5577889447236181,-0.00221105527638199,-0.00221105527638199,0.4321608040201005,-0.002839195979899567,-0.002839195979899567,0.3266331658291457,-0.0033668341708542604,-0.0033668341708542604,0.362776025236593,0.10293350555155367,0.17284947749262658,0.3575949367088608,0.3869346733668342,0.11375171597335043,0.1849313344686706,0.38383838383838387,0.36454849498327757,0.10745333638561483,0.1765618431479049,0.36241610738255037,18.0,-7.0,-7.0,29.0,-14.0,-14.0,35.0,-15.0,-15.0,0.0008861386407440513,-0.00011143016340388798,0.00013544146394899351,-0.05861875817942952,-0.051254905703281395,-0.05606095070168582,0.04416403785488959,-0.3915651851369157,14,-0.6526637077331543
133,1,test,2.197645009712658,0.9666999840327881,1.3545553626635902,4.367115083403359,1.9210063785266946,2.691744630934058,9.003784686934658,5.579320472690329,6.680249886438457,17.892136236857336,11.087111195730785,13.274855543563602,2.1617268029412204,0.8650575129653608,1.257649781961542,3.9304123689840367,1.5728318417552014,2.286635967202803,8.686123939929372,5.029028305171808,6.216472505593028,15.792952618053402,9.143687827585104,11.302677282896415,2.176230071140673,0.9317884130030349,1.3224829050614173,4.2951909298829065,1.8390560782954637,2.610163628410692,8.813019097995708,5.34202284230721,6.46458875442537,17.394116640781,10.543466136132649,12.759056752155335,0.4623115577889447,-0.002688442211055242,-0.002688442211055242,0.35678391959798994,-0.0032160804020100464,-0.0032160804020100464,0.26633165829145733,-0.0036683417085426884,-0.0036683417085426884,0.3656957928802589,0.11367640677363533,0.16655693389209958,0.37662337662337664,0.3467336683417085,0.10613216458231,0.1497386766889539,0.3535353535353535,0.3612040133779264,0.11078665110747565,0.1643185851243113,0.37248322147651003,11.0,0.0,0.0,20.0,0.0,-1.0,25.0,0.0,0.0,-0.00014198396067816802,0.00013072753077644355,-6.548237405259984e-05,-0.013860502772621963,-0.0166404082291276,-0.015224459022640247,0.032362459546925564,-0.5958544609730502,10,-1.0394198894500732
242,1,test,2.120686060202845,0.9585972161091798,1.315369665238304,4.16760912700733,1.8838519203536919,2.5849873421204927,8.336855110654948,5.1402515971381,6.0994508203606035,16.383732652243637,10.101711834375745,11.98674682957823,1.7910307422760379,0.7612329486278198,1.070298706117263,3.511824984854976,1.492613624760431,2.0986249139554176,5.995629231029894,3.195129732374048,3.939691550393994,11.756135747117439,6.264960259556957,7.7248853929294,2.120686060202845,0.9585972161091798,1.315369665238304,4.16760912700733,1.8838519203536919,2.5849873421204927,8.336855110654948,5.1402515971381,6.0994508203606035,16.383732652243637,10.101711834375745,11.98674682957823,0.38190954773869346,-0.0030904522613065533,-0.0030904522613065533,0.3065326633165829,-0.0034673366834171437,-0.0034673366834171437,0.20603015075376885,-0.003969849246231116,-0.003969849246231116,0.33333333333333337,0.11603843311160389,0.16051206302314136,0.3348214285714286,0.31155778894472363,0.09601894182692916,0.14127398260081714,0.28787878787878785,0.33333333333333337,0.11603843311160389,0.16051206302314136,0.3348214285714286,15.0,0.0,0.0,20.0,0.0,0.0,24.0,0.0,0.0,0.00021536744206031435,-4.6163515290397975e-05,-0.00026930999593911527,-0.12371902530911871,-0.12394190258087612,-0.12324201416757319,0.044444444444444446,-0.4835584862373215,10,-1.833446979522705
282,1,test,2.6777402826270778,1.1933534265715162,1.6609323402729839,4.642472797690732,2.0689500235825693,2.879604589940735,14.552172317236844,10.139913084042423,11.787815637480868,25.229505851777486,17.579849311387157,20.436863797526,3.1699013905240485,1.4698922953785576,2.027738189931391,4.561009194998631,2.11495294299073,2.9176089063761017,23.805136828618707,18.331139650317162,20.67159731521639,34.25199543686145,26.37574050405347,29.743305489519983,2.6777402826270778,1.1933534265715162,1.6609323402729839,4.642472797690732,2.0689500235825693,2.879604589940735,14.552172317236844,10.139913084042423,11.787815637480868,25.229505851777486,17.579849311387157,20.436863797526,0.6432160804020101,-0.001783919597989958,-0.001783919597989958,0.542713567839196,-0.0022864321608039306,-0.0022864321608039306,0.4522613065326633,-0.0027386934673366836,-0.0027386934673366836,0.40068493150684936,0.12889005971197753,0.19339563765719103,0.3883161512027491,0.4371859296482412,0.13894031561315345,0.22182699809565354,0.4797979797979798,0.40068493150684936,0.12889005971197753,0.19339563765719103,0.3883161512027491,22.0,-11.0,-11.0,30.0,-7.0,-7.0,41.0,-14.0,-14.0,0.0014728198718169283,-5.8063165376694e-05,6.522605163321287e-05,-0.013711236333151966,-0.009878157873322024,-0.012010197316720372,0.04794520547945205,-0.4998210424344455,14,-1.2405076026916504
254,1,test,2.6055424959444267,1.1740990129312134,1.5525129075441266,4.483956853485758,2.0205424873699953,2.671766399029427,13.53856792908994,9.353832500311256,10.67224617675276,23.29893085471292,16.097293140070533,18.366191094876843,2.6993055690976937,1.1813784097893059,1.6664491018066827,4.217664951715146,1.8459037652957901,2.603826721572941,14.869402366273059,10.30664484968197,12.060323940232816,23.233441197301655,16.10413257762808,18.844256156613778,2.545261016501853,1.1317324059060558,1.5806516159749944,4.127450297030032,1.8352417393071176,2.5632188367162074,12.746554713016243,8.636120747726906,10.122792097014228,20.670088723810125,14.00452013144904,16.415338535698748,0.6331658291457287,-0.0018341708542712887,-0.0018341708542712887,0.507537688442211,-0.0024623115577889765,-0.0024623115577889765,0.35678391959798994,-0.0032160804020100464,-0.0032160804020100464,0.3929539295392954,0.11419885511439687,0.16421492660674408,0.4157608695652174,0.40201005025125625,0.10125817055200814,0.16494828063522948,0.45959595959595956,0.3946488294314381,0.11084248552492726,0.16661768371397423,0.412751677852349,21.0,-12.0,-12.0,31.0,-16.0,-16.0,39.0,-18.0,-18.0,0.00036754965522764206,-1.7499673569417222e-05,0.0001488285566276022,-0.0021071543058059916,-0.0036638297015612054,-0.0026958953894542503,0.02710027100271003,-0.6345599945416596,10,-1.5106627941131592
