metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,elbow_idx,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.671,0.678,0.672,0.805,0.815,0.814,0.791,0.801,0.8,0.796,0.807,0.796,0.81,0.81,0.81,0.796,0.795,0.796,0.8,0.799,0.796,0.763,0.752,0.752,0.786,0.782,0.782,0.795,0.792,0.792,0.677,0.51,0.572,0.673,0.494,0.557,0.671,0.495,0.549,0.548,0.514,0.51,0.802,0.81,0.809,0.783,0.79,0.789,0.781,0.791,0.779,0.504,0.436,0.417,0.645,0.476,0.476,0.689,0.504,0.504,0.697,0.529,0.529,0.802,0.804,0.803,0.783,0.785,0.784,0.781,0.784,0.78,0.621,0.611,0.651
TPR01,3.721,3.605,3.052,23.198,24.535,23.547,17.267,19.07,19.099,26.076,28.198,15.174,23.488,24.128,23.779,21.773,24.244,24.041,28.663,25.843,23.285,7.794,0.749,0.749,11.39,9.988,9.988,19.163,17.692,17.692,3.803,1.059,2.355,5.62,0.262,1.076,7.965,0.291,1.744,1.715,2.437,1.89,18.547,20.581,21.076,17.994,20.698,20.523,17.326,20.552,9.07,0.872,0.594,0.914,4.236,0.495,0.495,4.122,0.736,0.736,4.638,0.198,0.198,18.547,19.244,19.157,17.994,18.43,18.576,17.326,18.14,15.174,3.517,4.012,3.052
