metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.711,0.711,0.712,0.836,0.843,0.841,0.824,0.832,0.83,0.824,0.835,0.818,0.84,0.84,0.84,0.826,0.824,0.825,0.828,0.826,0.821,0.802,0.792,0.79,0.813,0.803,0.804,0.823,0.809,0.811,0.739,0.558,0.626,0.729,0.54,0.619,0.719,0.523,0.606,0.587,0.551,0.546,0.831,0.836,0.835,0.811,0.817,0.816,0.807,0.818,0.794,0.509,0.573,0.554,0.638,0.557,0.556,0.689,0.581,0.581,0.712,0.593,0.593,0.643,0.831,0.833,0.832,0.811,0.813,0.812,0.807,0.81,0.804,0.613,0.638,0.61
TPR01,3.256,4.506,3.023,30.407,30.988,31.134,33.605,32.529,32.558,31.86,31.744,28.837,26.57,26.453,25.698,31.017,30.581,31.279,28.372,28.547,27.616,7.78,4.056,3.039,13.062,2.624,4.372,23.915,9.073,9.073,4.733,1.117,3.081,7.993,1.163,1.715,10.145,1.134,1.773,3.209,1.595,1.512,18.924,21.424,20.523,22.733,26.715,25.756,19.273,25.174,9.622,1.541,0.669,2.173,3.712,0.544,0.544,4.352,1.692,1.692,6.725,3.308,3.308,0.959,18.924,19.622,19.855,22.733,23.634,23.488,19.273,20.087,16.337,5.087,8.605,3.343
