metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.742,0.745,0.748,0.796,0.807,0.803,0.779,0.783,0.781,0.761,0.764,0.767,0.806,0.807,0.806,0.79,0.789,0.789,0.777,0.777,0.778,0.803,0.783,0.786,0.803,0.784,0.786,0.786,0.773,0.772,0.719,0.476,0.565,0.716,0.495,0.577,0.704,0.499,0.604,0.739,0.674,0.653,0.796,0.803,0.8,0.781,0.782,0.781,0.77,0.77,0.77,0.532,0.622,0.598,0.612,0.488,0.488,0.652,0.527,0.527,0.675,0.53,0.53,0.659,0.796,0.798,0.797,0.781,0.781,0.781,0.77,0.771,0.77,0.505,0.517,0.545
TPR01,11.857,15.743,9.114,26.343,27.429,26.543,22.714,23.543,23.086,11.543,13.171,12.8,30.457,32.829,31.429,23.371,21.857,21.543,14.229,14.657,15.086,30.254,9.921,19.364,28.614,8.371,15.529,31.016,17.686,17.457,15.881,1.171,2.314,16.226,0.143,0.886,11.086,0.0,4.571,16.28,8.386,3.657,29.514,32.143,30.8,20.057,21.257,19.886,13.057,15.4,13.6,3.286,3.2,6.136,1.297,0.72,0.72,4.787,0.932,0.932,5.424,1.307,1.307,9.029,29.514,30.057,29.857,20.057,20.371,20.086,13.057,13.943,14.371,4.229,2.657,3.0
