metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.613,0.613,0.599,0.919,0.855,0.86,0.9,0.84,0.847,0.898,0.83,0.784,0.957,0.901,0.908,0.957,0.875,0.893,0.962,0.871,0.828,0.78,0.539,0.499,0.931,0.596,0.659,0.94,0.616,0.58,0.83,0.526,0.599,0.811,0.503,0.592,0.815,0.525,0.594,0.886,0.866,0.864,0.948,0.867,0.871,0.954,0.849,0.862,0.951,0.833,0.787,0.526,0.32,0.418,0.824,0.419,0.429,0.8,0.548,0.553,0.805,0.587,0.586,0.515,0.948,0.906,0.914,0.954,0.877,0.898,0.951,0.868,0.827,0.511,0.504,0.681
TPR01,0.0,0.0,0.0,61.429,37.778,37.937,54.444,16.349,25.556,69.206,15.873,23.016,74.762,36.984,41.111,76.032,4.286,14.127,83.81,5.079,4.444,23.972,4.451,1.27,52.991,1.587,4.586,76.04,6.825,7.302,8.978,0.317,1.587,8.59,7.46,16.984,12.222,6.032,10.0,26.577,17.525,28.571,77.143,37.619,37.302,79.206,10.159,17.937,77.302,19.524,14.286,1.587,0.317,0.0,18.01,1.261,1.37,15.3,3.975,4.975,21.776,2.981,2.57,1.27,77.143,36.984,40.794,79.206,2.222,11.746,77.302,2.54,1.746,1.587,1.27,1.27
