metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.662,0.657,0.677,0.766,0.782,0.778,0.738,0.751,0.748,0.715,0.73,0.737,0.781,0.781,0.781,0.76,0.76,0.759,0.749,0.749,0.75,0.782,0.776,0.776,0.779,0.769,0.769,0.765,0.754,0.754,0.704,0.473,0.575,0.687,0.491,0.573,0.677,0.494,0.607,0.708,0.643,0.628,0.766,0.778,0.776,0.748,0.754,0.752,0.742,0.745,0.747,0.61,0.518,0.518,0.624,0.535,0.535,0.648,0.545,0.545,0.766,0.769,0.768,0.748,0.75,0.749,0.742,0.743,0.743,0.5,0.516,0.549
TPR01,2.857,3.914,1.771,21.686,25.257,22.943,14.657,17.229,16.943,9.486,9.886,8.686,27.429,28.286,28.114,14.714,15.486,14.914,9.914,10.4,10.657,21.843,8.993,8.993,22.036,5.25,5.25,20.262,7.624,7.624,6.436,0.314,1.486,13.521,1.543,4.8,9.029,1.343,7.6,11.357,5.569,2.271,24.2,30.057,28.943,14.314,17.686,16.971,7.886,9.886,8.829,2.65,0.815,0.815,2.581,1.714,1.714,5.923,1.864,1.864,24.2,25.057,24.686,14.314,15.114,14.657,7.886,8.2,8.257,3.514,2.8,4.457
