metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.652,0.654,0.655,0.888,0.884,0.886,0.881,0.879,0.881,0.876,0.835,0.841,0.886,0.88,0.882,0.883,0.876,0.877,0.891,0.846,0.844,0.859,0.756,0.745,0.862,0.732,0.734,0.861,0.771,0.764,0.847,0.805,0.832,0.838,0.809,0.824,0.822,0.754,0.756,0.809,0.781,0.757,0.863,0.864,0.864,0.856,0.856,0.856,0.838,0.803,0.792,0.801,0.604,0.602,0.849,0.585,0.584,0.851,0.635,0.634,0.752,0.863,0.864,0.864,0.856,0.856,0.856,0.838,0.814,0.81,0.713,0.655,0.694
TPR01,0.319,0.319,0.691,68.138,67.181,67.234,67.394,67.5,67.819,66.277,5.559,4.654,65.798,60.266,61.17,66.117,57.766,59.309,64.84,6.303,5.293,50.728,2.766,4.415,52.114,1.809,1.383,53.699,0.266,0.638,49.021,42.128,46.702,39.757,37.221,39.468,20.851,2.739,2.367,43.747,22.909,14.947,52.819,52.819,53.245,45.106,45.585,45.585,26.702,5.452,4.601,30.573,0.354,0.354,48.379,0.0,0.0,48.07,0.0,0.0,0.0,52.819,52.819,52.926,45.106,45.053,45.479,26.702,5.452,4.654,16.809,6.968,8.085
