idx,membership,set_split,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000,elbow_frac,elbow_delta_slope,flat_frac
263,1,test,2.605582743268721,1.0530202756016491,1.4545865538272156,4.852312773392648,1.9610138066593588,2.7088408277860125,13.539112831189213,8.815554177047114,10.37777219546317,25.21355742814279,16.416990114141633,19.32627037598231,2.680715970745907,1.0409966870228826,1.457694645557262,4.2891455531934515,1.6655946992366126,2.3323114328916192,14.595539535161588,9.44181695982069,11.198102530528281,23.35286325625854,15.106907135713103,17.91696404884525,2.631701236739045,1.0991075733562663,1.5269116024444334,4.81408762818118,2.010562634188292,2.7931309800812807,13.89739255736354,9.267222192061375,10.87880316304079,25.42205955615282,16.952235717185445,19.900249688489254,0.6432160804020101,-0.0067839195979899625,-0.011783919597989967,0.49246231155778897,-0.012537688442211037,-0.01753768844221104,0.36180904522613067,0.0268090452261307,0.006809045226130683,0.3774193548387097,0.06612903225806455,0.1064516129032258,0.3851132686084142,0.38190954773869346,0.055276381909547756,0.11725293132328307,0.38888888888888884,0.3812709030100334,0.06688963210702337,0.10702341137123739,0.3926174496644296,14.0,-3.0,-3.0,25.0,-5.0,-4.0,31.0,-6.0,-6.0,4.8177548463483746e-05,-0.00013791637509230964,-4.681549520239613e-05,-0.012107600332173618,-0.01042794928086721,-0.01264345735731709,0.08709677419354839,0.07612316656821937,0.0032258064516129032
161,1,test,3.5496417603340293,1.5890479444086052,2.194505065102999,6.062506966907129,2.7139680238661823,3.748040829012548,34.80084821000221,27.69730419945374,30.923557282412986,59.437092239855254,47.304801726789805,52.81498644768554,3.608683262520023,1.5803564973747375,2.1899880728779566,5.867777662634184,2.569685361584939,3.5609562160617187,36.9174102593604,29.316053402569622,32.78568445645675,60.028309364813666,47.66837951637338,53.31005602675894,3.52785223180511,1.5933119861414309,2.200185045420411,6.013384486031438,2.7158727036501666,3.750315418330246,34.050755891476555,27.129894463708133,30.278522693142204,58.041061178653216,46.244138290411584,51.611118226946935,0.6582914572864322,-0.0067085427135678,-0.011708542713567693,0.5728643216080402,0.012864321608040186,0.0178643216080403,0.4623115577889447,0.007311557788944767,-0.002688442211055242,0.4156976744186046,0.10219985148681943,0.17131839778126345,0.40524781341107874,0.3919597989949749,0.08368912230324554,0.15656747846075125,0.3787878787878788,0.38795986622073575,0.07744233700537684,0.14658055587590813,0.37583892617449666,25.0,-1.0,-2.0,36.0,-1.0,-1.0,42.0,2.0,0.0,0.00022737744510336108,0.00035015165897062724,6.171136382146272e-05,0.00032933337838070287,-7.066279669576403e-05,0.0001579807127098931,0.10755813953488372,0.12095809880915771,0.0029069767441860465
199,1,test,3.518602878746099,1.5876861683651988,2.202552711180684,5.629764605993758,2.5402978693843177,3.5240843378890943,33.73726047816192,26.84143165531082,30.00859582559319,53.97961676505908,42.94629064849732,48.01375332094911,3.53026453088657,1.4642589019080274,2.0789869994935026,5.516038329510265,2.2879045342312923,3.248417186708597,34.132995652205516,26.239764081983374,29.864431394043653,53.332805706571115,40.99963137809902,46.6631740531932,3.518602878746099,1.5876861683651988,2.202552711180684,5.629764605993758,2.5402978693843177,3.5240843378890943,33.73726047816192,26.84143165531082,30.00859582559319,53.97961676505908,42.94629064849732,48.01375332094911,0.7336683417085428,-0.011331658291457214,-0.0063316582914572095,0.6281407035175879,-0.0018592964824121205,0.003140703517587884,0.49246231155778897,0.007462311557788981,-0.007537688442211032,0.43173431734317347,0.1002426046359911,0.169157630226609,0.45925925925925926,0.4371859296482412,0.08380247100162463,0.16506572931435137,0.4747474747474747,0.43173431734317347,0.1002426046359911,0.169157630226609,0.45925925925925926,25.0,-15.0,-14.0,37.0,-15.0,-16.0,46.0,-19.0,-18.0,-7.702492622705033e-05,-4.929459352583465e-05,-2.760823335810992e-05,-0.00019024471046957814,0.00021210453193631906,5.782182176528039e-05,0.09225092250922509,0.13872654578882823,0.007380073800738007
312,1,test,3.5393066543467335,1.5210604432089974,2.140169913605866,6.633417503115262,2.850792528781643,4.011136064494012,34.44302998495047,26.917914095274547,30.391329196458447,64.55360336802039,50.449927046489414,56.959849688959864,3.9304367272491607,1.663692635396052,2.3298364750490053,6.496589631816795,2.749905182472813,3.8509693802462897,50.92921498899029,41.28127816515829,45.97320860351094,84.18052064295915,68.2335176283608,75.98877455125775,3.5393066543467335,1.5210604432089974,2.140169913605866,6.633417503115262,2.850792528781643,4.011136064494012,34.44302998495047,26.917914095274547,30.391329196458447,64.55360336802039,50.449927046489414,56.959849688959864,0.7386934673366834,0.008693467336683414,0.008693467336683414,0.6231155778894473,-0.0018844221105527303,0.003115577889447274,0.48743718592964824,0.0024371859296482556,0.012437185929648265,0.4040404040404041,0.08303200067905958,0.15208071759023611,0.3885135135135135,0.4170854271356784,0.08375209380234505,0.15331247221080369,0.4444444444444444,0.4040404040404041,0.08303200067905958,0.15208071759023611,0.3885135135135135,28.0,-5.0,-4.0,40.0,-9.0,-8.0,44.0,-3.0,-3.0,0.001703954661251755,-6.61832343590327e-06,0.0003483442837120601,-0.007052599235958468,-0.00555110186814467,-0.006818850018783351,0.08417508417508418,0.17320670783919306,0.003367003367003367
89,1,test,3.5704202289597142,1.5121921867051373,2.119890279174573,5.824247998490534,2.466763504562756,3.4580710179035226,35.53152138904033,27.69944199544741,31.26614703850342,57.96079426587204,45.184714755073585,51.00290235655871,3.535295704853913,1.3229827756965782,1.964950002410587,5.316234142637463,1.9894477830023733,2.954812033700131,34.30515741609405,25.168332615102376,29.49684726503928,51.58670288134443,37.847116714439665,44.35616130081094,3.5704202289597142,1.5121921867051373,2.119890279174573,5.824247998490534,2.466763504562756,3.4580710179035226,35.53152138904033,27.69944199544741,31.26614703850342,57.96079426587204,45.184714755073585,51.00290235655871,0.7437185929648241,-0.011281407035175883,-0.016281407035175888,0.5728643216080402,-0.022135678391959734,-0.03213567839195974,0.44221105527638194,0.00221105527638199,-0.012788944723618023,0.3884615384615384,0.060246567252325356,0.11480424945898082,0.38996138996138996,0.3869346733668342,0.06362640269014241,0.10479777854212635,0.38383838383838387,0.3884615384615384,0.060246567252325356,0.11480424945898082,0.38996138996138996,19.0,-2.0,-2.0,32.0,-9.0,-11.0,42.0,-11.0,-13.0,-0.0004506184406650041,-0.00026272441823467247,5.2902525080393244e-05,-0.00011401557000390028,-0.0001672912548489336,9.637194842149199e-05,0.18076923076923077,0.07121590466517888,0.011538461538461539
393,1,test,2.8820478036843657,1.2126503202200762,1.6426370003913524,5.296328686351897,2.2284830492002445,3.0186679954835847,17.85079069145,12.54182259917275,14.397212663066293,32.80433263193168,23.048061425704898,26.45770494626319,2.8245301494794903,1.1259862369056544,1.5857858818810875,4.555693789483049,1.816106833718798,2.557719164324335,16.853024723126577,11.38704207727756,13.401747860783061,27.182297940526738,18.366196898834772,21.615722356101713,2.8720515779873326,1.1979722155750407,1.649707335332225,5.038686978925146,2.1017056413597213,2.894223395319693,17.67323906039401,12.339356744991477,14.27810162242927,31.00568256209476,21.647994289458733,25.049301091981178,0.6281407035175879,0.003140703517587884,-0.0018592964824121205,0.46733668341708545,0.0023366834170854833,-0.01266331658291453,0.40201005025125625,0.012010050251256232,0.017010050251256237,0.4,0.09757489300998579,0.13998044965786904,0.3839541547277937,0.42211055276381915,0.12135867306457104,0.1566681487571413,0.398989898989899,0.3946488294314381,0.10249524011591216,0.14659543677292863,0.37583892617449666,19.0,-7.0,-7.0,34.0,-11.0,-11.0,43.0,-11.0,-11.0,0.0006750063228225953,-0.00010003936664969571,7.15253412887925e-05,0.0003056398190430798,-9.39039469933789e-05,0.00014316252583412847,0.08857142857142856,0.14177381426547664,0.002857142857142857
356,1,test,3.1791762619034865,1.331985400749986,1.8449806570206646,4.675259208681598,1.9588020599264504,2.713206848559801,24.026953481222122,17.684974504680437,20.230013003920476,35.3337551194443,26.007315448059465,29.750019123412464,2.981817340305579,1.1565905811604218,1.683739380087812,4.112851503869765,1.5952973533247197,2.3223991449487063,19.723628638913546,13.519426919827547,16.061377732176865,27.2050050191911,18.647485406658685,22.15362445817499,3.1791762619034865,1.331985400749986,1.8449806570206646,4.675259208681598,1.9588020599264504,2.713206848559801,24.026953481222122,17.684974504680437,20.230013003920476,35.3337551194443,26.007315448059465,29.750019123412464,0.6984924623115578,0.008492462311557869,0.008492462311557869,0.5477386934673367,-0.002261306532663321,-0.01226130653266333,0.40703517587939697,-0.007964824120603065,-0.012964824120603069,0.4147157190635451,0.0824953517847471,0.13440426188890664,0.459731543624161,0.4120603015075377,0.061183108525081575,0.12825395760102687,0.45959595959595956,0.4147157190635451,0.0824953517847471,0.13440426188890664,0.459731543624161,18.0,-6.0,-2.0,27.0,-8.0,-5.0,35.0,-6.0,-2.0,-0.0007856352219200536,-0.00012497217737720786,-8.690155868697942e-05,0.0005070350734097673,0.00010364583054389698,-4.030577335889518e-05,0.13377926421404682,0.04695844352491964,0.10033444816053512
193,1,test,2.689847226386812,1.014561626681169,1.2739916050300866,5.027751825022078,1.89637687230125,2.3812927196824045,14.729425480992148,9.389105355839916,10.609415354039108,27.531636413069435,17.549729637083956,19.83068290474599,3.0424014799132055,1.1842192423875433,1.645388295752796,4.867842367861129,1.894750787820069,2.6326212732044736,20.95550708646081,14.543436536257868,16.912401184746166,33.52881133833729,23.26949845801259,27.059841895593866,2.7013193959947346,1.0359259938939884,1.5137998521295026,4.477324965737129,1.7170044097690416,2.5090605283914407,14.899376940372804,9.611623886578911,11.62043908994089,24.69509990117039,15.930868320296538,19.26039628166998,0.6281407035175879,-0.006859296482412125,-0.006859296482412125,0.4824120603015075,-0.012587939698492479,-0.0025879396984924696,0.37688442211055273,-0.003115577889447274,-0.023115577889447292,0.3734335839598998,0.06930342125652056,0.09581872569988026,0.3316582914572864,0.371859296482412,0.0761199481114847,0.13145862870277925,0.35858585858585856,0.3712374581939799,0.09077001245107508,0.13986927131967508,0.33221476510067116,22.0,-1.0,3.0,33.0,0.0,0.0,41.0,-1.0,2.0,0.00015605893586053237,0.0006844436115013334,2.2341607042690388e-05,-0.012451156940564978,-0.01709168898932134,-0.014529537785241686,0.06265664160401002,0.22235108613215732,0.11027568922305764
416,1,test,3.5533317235967385,1.4945000627029938,2.006677850520316,6.1467586687810885,2.585272620315606,3.4712673717531537,34.92949927428448,27.092690864468565,30.233767922174064,60.42306746499449,46.86650315417549,52.3001198653722,3.3298675787862244,1.20733631490232,1.764339015284234,5.202918091853475,1.886462992034875,2.7567797113816153,27.93464231906116,19.582389811369453,23.1494387675448,43.64787862353307,30.597484080264774,36.170998074288754,3.6190664424275476,1.5430896690532467,2.1610749830593674,6.065474484515443,2.5861838028825366,3.621913379429107,37.30272731821489,29.330397501591158,33.00540780472623,62.518537404829424,49.157090784789645,55.31632592970877,0.6884422110552764,0.018442211055276436,0.01344221105527632,0.5477386934673367,-0.007261306532663214,-0.01226130653266333,0.4623115577889447,-0.002688442211055242,0.0023115577889447625,0.4285714285714286,0.09112286890064669,0.13727133081971798,0.47107438016528924,0.42713567839195976,0.09881487638694719,0.12663484366741884,0.43939393939393945,0.44147157190635455,0.10090395921854156,0.1689465440976783,0.5,15.0,-4.0,-4.0,25.0,-7.0,-8.0,37.0,-16.0,-16.0,-0.0002476831392585012,-2.8157516279852255e-05,-0.000272037847765969,-0.007128591942455742,-0.008433970965954884,-0.006512666054051763,0.10989010989010989,0.07983518709961819,0.18406593406593408
55,1,test,3.5167402763000437,1.6298896128576006,2.247457642107138,5.814343923482738,2.6947508265912323,3.715796634950468,33.67447986008882,27.075925006743482,30.116180815592934,55.67514003534685,44.76552934448256,49.79208561511365,3.4612704320031513,1.5155578367319016,2.15404045724908,5.538032691205042,2.4248925387710423,3.446464731598528,31.85742350701208,24.858806246913275,28.161501783860917,50.97187761121933,39.774089995061246,45.058402854177466,3.5167402763000437,1.6298896128576006,2.247457642107138,5.814343923482738,2.6947508265912323,3.715796634950468,33.67447986008882,27.075925006743482,30.116180815592934,55.67514003534685,44.76552934448256,49.79208561511365,0.7437185929648241,-0.016281407035175888,-0.006281407035175879,0.5979899497487438,-0.0020100502512562235,-0.007010050251256228,0.457286432160804,-0.007713567839195967,0.0022864321608040417,0.42105263157894735,0.09782030834662414,0.17071615782390026,0.4227642276422764,0.4371859296482412,0.1113713933073891,0.17842132196877547,0.43434343434343436,0.42105263157894735,0.09782030834662414,0.17071615782390026,0.4227642276422764,26.0,-10.0,-9.0,40.0,-16.0,-15.0,47.0,-11.0,-11.0,-0.00022063317005945442,-5.395680247740034e-05,-0.00010570445758571674,-2.39265858157367e-05,-9.583520108336074e-05,-0.00011149550017286458,0.11740890688259109,0.07293408061638003,0.008097165991902834
