metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,elbow_idx,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.546,0.547,0.539,0.564,0.564,0.564,0.572,0.573,0.573,0.571,0.572,0.571,0.56,0.56,0.56,0.56,0.559,0.559,0.559,0.557,0.557,0.55,0.548,0.548,0.549,0.549,0.549,0.548,0.547,0.547,0.531,0.49,0.504,0.521,0.475,0.487,0.522,0.476,0.491,0.527,0.517,0.517,0.555,0.555,0.555,0.55,0.551,0.551,0.549,0.55,0.549,0.501,0.478,0.481,0.524,0.5,0.5,0.541,0.5,0.5,0.544,0.502,0.502,0.555,0.555,0.555,0.55,0.55,0.55,0.549,0.549,0.549,0.516,0.513,0.511
TPR01,3.1,3.257,3.186,5.629,5.386,5.571,7.043,6.714,7.257,5.943,6.243,6.871,5.714,5.786,5.8,6.243,5.571,5.886,5.843,5.214,5.471,3.5,2.3,2.3,5.602,2.771,2.771,4.35,3.607,3.607,4.857,1.457,1.886,4.414,1.4,1.414,4.214,1.357,1.514,3.524,1.9,1.829,5.129,4.871,5.086,4.4,4.629,4.5,4.443,4.229,4.457,0.629,1.2,0.982,0.834,0.691,0.691,1.83,1.738,1.738,2.646,1.253,1.253,5.129,5.086,5.143,4.4,4.429,4.443,4.443,4.214,4.257,3.3,1.029,1.686
