metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.6,0.599,0.584,0.826,0.829,0.831,0.812,0.818,0.819,0.819,0.823,0.813,0.827,0.826,0.826,0.809,0.808,0.808,0.814,0.811,0.809,0.774,0.569,0.563,0.795,0.536,0.557,0.807,0.554,0.553,0.717,0.625,0.698,0.707,0.593,0.663,0.703,0.595,0.659,0.563,0.525,0.52,0.813,0.813,0.815,0.791,0.793,0.794,0.792,0.79,0.782,0.645,0.483,0.48,0.685,0.47,0.488,0.693,0.459,0.456,0.566,0.813,0.815,0.814,0.791,0.792,0.792,0.792,0.792,0.79,0.61,0.606,0.639
TPR01,2.09,2.35,1.95,27.85,27.18,27.24,31.13,26.92,28.14,27.99,26.66,21.86,18.55,18.81,18.63,23.78,20.58,21.6,20.7,20.81,19.62,4.94,1.31,1.83,8.2,1.77,2.01,16.83,0.15,0.61,12.12,4.27,10.09,6.05,1.77,3.2,6.54,2.21,2.35,1.13,1.42,0.61,15.06,14.13,13.69,14.1,10.32,11.22,12.12,9.94,5.26,2.27,0.58,0.47,3.34,0.87,0.61,2.91,0.35,0.64,0.76,15.06,16.86,16.1,14.1,12.99,13.4,12.12,11.8,10.61,2.97,1.22,2.67
