metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.522,0.534,0.52,0.555,0.551,0.553,0.561,0.559,0.56,0.558,0.556,0.559,0.544,0.543,0.543,0.541,0.54,0.54,0.54,0.538,0.539,0.526,0.521,0.521,0.528,0.52,0.519,0.538,0.517,0.522,0.532,0.507,0.511,0.527,0.503,0.505,0.525,0.501,0.505,0.515,0.511,0.51,0.539,0.536,0.537,0.532,0.531,0.531,0.531,0.53,0.531,0.516,0.484,0.521,0.498,0.512,0.512,0.513,0.514,0.516,0.516,0.513,0.512,0.513,0.539,0.538,0.539,0.532,0.531,0.532,0.531,0.531,0.531,0.517,0.516,0.507
TPR01,2.257,2.114,2.486,3.043,3.029,2.914,3.914,3.343,3.571,3.714,3.129,3.757,3.986,3.557,3.571,2.786,2.743,2.786,2.7,2.571,2.629,1.671,1.743,1.757,1.729,1.386,1.243,2.329,1.114,1.214,1.674,1.686,1.5,1.657,1.671,1.486,1.271,1.757,1.657,2.276,0.957,0.957,2.271,2.3,2.3,2.057,2.1,2.1,1.9,1.929,1.786,1.314,1.957,1.686,1.779,0.727,0.727,1.217,0.495,0.495,1.242,0.867,0.867,2.943,2.271,2.243,2.271,2.057,2.086,2.071,1.9,1.914,1.914,1.429,1.143,1.386
