domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.762, 0, 0)","(0.271, 25, 72)","(0.737, 25, 9)","(0.764, 25, 9)","(0.758, 0, '-')","(0.157, 0, 0)","(0.011, 25, 18)","(0.146, 0, 0)","(0.211, 0, 0)","(0.162, 0, '-')"
dm_mathematics,"(0.933, 0, 0)","(0.096, 25, 72)","(0.904, 0, 0)","(0.95, 0, 0)","(0.935, 0, '-')","(0.522, 0, 0)","(0.011, 0, 0)","(0.343, 0, 0)","(0.759, 0, 0)","(0.629, 0, '-')"
github,"(0.853, 100, 18)","(0.165, 25, 72)","(0.852, 100, 18)","(0.851, 0, 0)","(0.856, 0, '-')","(0.514, 100, 18)","(0.003, 25, 72)","(0.452, 25, 72)","(0.486, 100, 18)","(0.472, 0, '-')"
pile_cc,"(0.543, 0, 0)","(0.476, 25, 72)","(0.544, 25, 18)","(0.543, 0, 0)","(0.52, 0, '-')","(0.04, 100, 9)","(0.014, 100, 72)","(0.036, 25, 9)","(0.035, 100, 72)","(0.012, 0, '-')"
pubmed_central,"(0.81, 100, 9)","(0.241, 25, 72)","(0.786, 0, 0)","(0.811, 0, 0)","(0.812, 0, '-')","(0.202, 100, 9)","(0.003, 25, 72)","(0.169, 100, 9)","(0.28, 100, 9)","(0.201, 0, '-')"
