domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.815, 0, 0)","(0.21, 25, 72)","(0.802, 25, 9)","(0.816, 100, 9)","(0.806, 0, '-')","(0.318, 0, 0)","(0.002, 0, 0)","(0.258, 0, 0)","(0.313, 25, 9)","(0.308, 0, '-')"
dm_mathematics,"(0.854, 0, 0)","(0.158, 100, 72)","(0.783, 0, 0)","(0.921, 0, 0)","(0.935, 0, '-')","(0.187, 0, 0)","(0.0, 0, 0)","(0.073, 0, 0)","(0.592, 0, 0)","(0.57, 0, '-')"
github,"(0.894, 100, 9)","(0.129, 25, 72)","(0.886, 100, 9)","(0.896, 0, 0)","(0.889, 0, '-')","(0.587, 100, 9)","(0.0, 0, 0)","(0.495, 25, 9)","(0.638, 25, 18)","(0.572, 0, '-')"
hackernews,"(0.594, 0, 0)","(0.436, 100, 72)","(0.588, 100, 9)","(0.594, 0, 0)","(0.557, 100, 'γ=1')","(0.047, 0, 0)","(0.013, 100, 9)","(0.055, 0, 0)","(0.04, 25, 18)","(0.034, 25, 'γ=1')"
pile_cc,"(0.551, 25, 9)","(0.455, 100, 72)","(0.547, 100, 18)","(0.551, 25, 18)","(0.545, 0, '-')","(0.053, 100, 18)","(0.01, 100, 72)","(0.042, 100, 72)","(0.057, 25, 9)","(0.034, 0, '-')"
pubmed_central,"(0.814, 100, 9)","(0.221, 25, 72)","(0.801, 100, 9)","(0.814, 0, 0)","(0.814, 0, '-')","(0.199, 100, 9)","(0.003, 25, 72)","(0.217, 25, 9)","(0.254, 0, 0)","(0.194, 0, '-')"
