domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.802, 0, 0)","(0.229, 100, 72)","(0.783, 25, 9)","(0.804, 100, 9)","(0.792, 0, '-')","(0.295, 0, 0)","(0.004, 0, 0)","(0.219, 0, 0)","(0.252, 0, 0)","(0.261, 0, '-')"
dm_mathematics,"(0.905, 0, 0)","(0.108, 25, 72)","(0.857, 0, 0)","(0.944, 0, 0)","(0.925, 25, 'γ=1')","(0.294, 0, 0)","(0.0, 0, 0)","(0.176, 0, 0)","(0.595, 0, 0)","(0.571, 25, 'γ=1')"
github,"(0.869, 25, 9)","(0.151, 100, 72)","(0.865, 25, 18)","(0.873, 0, 0)","(0.88, 0, '-')","(0.51, 25, 9)","(0.0, 0, 0)","(0.441, 100, 36)","(0.561, 25, 18)","(0.598, 100, 'γ=1')"
hackernews,"(0.581, 0, 0)","(0.437, 100, 72)","(0.576, 0, 0)","(0.579, 0, 0)","(0.568, 100, 'γ=4')","(0.041, 0, 0)","(0.01, 0, 0)","(0.04, 0, 0)","(0.038, 100, 9)","(0.023, 0, '-')"
pile_cc,"(0.542, 0, 0)","(0.466, 100, 72)","(0.537, 100, 9)","(0.544, 0, 0)","(0.53, 0, '-')","(0.038, 100, 72)","(0.015, 25, 9)","(0.025, 25, 72)","(0.045, 100, 36)","(0.02, 25, 'γ=2')"
pubmed_central,"(0.828, 100, 9)","(0.214, 25, 72)","(0.813, 25, 9)","(0.828, 0, 0)","(0.821, 0, '-')","(0.273, 25, 9)","(0.003, 25, 72)","(0.251, 25, 9)","(0.307, 25, 18)","(0.21, 0, '-')"
