domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.762, 0, 0)","(0.269, 25, 72)","(0.743, 0, 0)","(0.764, 100, 9)","(0.769, 0, '-')","(0.19, 0, 0)","(0.01, 25, 9)","(0.16, 0, 0)","(0.23, 0, 0)","(0.11, 0, '-')"
dm_mathematics,"(0.605, 25, 72)","(0.427, 100, 18)","(0.567, 25, 72)","(0.611, 0, 0)","(0.98, 25, 'γ=2')","(0.0, 0, 0)","(0.0, 0, 0)","(0.0, 0, 0)","(0.0, 0, 0)","(0.0, 0, '-')"
