idx,membership,set_split,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000,elbow_frac,elbow_delta_slope,flat_frac
313,1,test,2.4925913300610953,0.8938419887680165,1.266840123006786,4.43905309904139,1.5918421934801197,2.2561141516469174,12.092571398515924,7.1457296552265,8.685847121403164,21.535646816458136,12.72582191408315,15.468615379128106,2.4852491971918123,0.6930188911475841,1.1163432504260091,4.107849912713739,1.1454857704918742,1.8451954552496015,12.00411127295848,6.001285586895128,8.073063706288876,19.84150623629501,9.919480308917569,13.343906952543596,2.52576460636961,0.9037247246790299,1.29700379902838,4.405403383202808,1.576264054672726,2.262215928537872,12.500449533849968,7.437040990465454,9.083456934352961,21.8031096520639,12.971583122904862,15.843238838987723,0.6130653266331658,-0.001934673366834172,-0.001934673366834172,0.46733668341708545,-0.002663316582914521,-0.002663316582914521,0.3517587939698492,-0.0032412060301507672,-0.0032412060301507672,0.4082278481012658,0.09227208190853275,0.1313857428381079,0.4095238095238095,0.4120603015075377,0.07120817118172318,0.11155946678299677,0.41414141414141414,0.40802675585284276,0.09583977755568085,0.13438938099188613,0.4093959731543624,19.0,-9.0,-9.0,27.0,-10.0,-10.0,40.0,-16.0,-16.0,-7.093385335251511e-05,-4.340868966072986e-05,7.453031585427024e-05,0.00043990332195509296,3.7795904697546234e-05,-9.98832418286355e-05,0.04430379746835443,0.32876121149094045,0.0031645569620253164
203,1,test,2.882425077643388,1.239107442359568,1.6852464721658071,5.398827923205076,2.3208679079115715,3.156493392310559,17.857526600487486,12.685225713872216,14.546763835360885,33.44743077551624,23.759629114871764,27.246319564644192,2.4405412842213843,0.9455656201350089,1.365001361918634,4.033952535903115,1.562918380388445,2.2562005982126188,11.47925259975862,7.020024567619488,8.547677303564107,18.973971239270448,11.603346392759484,14.128392237296046,2.7310770071100685,1.1136821445764866,1.5466735685190824,5.088963367285842,2.0751841203288572,2.882000438234315,15.349409544086422,10.309466090299674,12.08067330627981,28.6013842436393,19.210185261427966,22.51057137816114,0.49246231155778897,-0.002537688442211028,-0.002537688442211028,0.4120603015075377,-0.0029396984924623393,-0.0029396984924623393,0.3266331658291457,-0.0033668341708542604,-0.0033668341708542604,0.37677053824362605,0.0825696895873318,0.14118891556522917,0.40056818181818177,0.38190954773869346,0.0987015276885681,0.1548644726134848,0.35858585858585856,0.36454849498327757,0.08074215107676674,0.1420790845272153,0.37583892617449666,19.0,0.0,0.0,31.0,0.0,0.0,34.0,1.0,1.0,-0.0006200131935022295,-0.0001425797443313451,-0.0002633169030796212,-0.086933793830414,-0.08664963673932569,-0.09185441823211615,0.031161473087818695,-0.41970092713962376,0.5552407932011332
110,1,test,3.5039627758182474,1.5609518891103935,2.1847631951590474,5.455536980071448,2.430342814690866,3.4015933291716816,33.2469414305028,26.26720687531899,29.506515161281953,51.76422526521322,40.89704361600298,45.94052360554026,3.473415944044315,1.4857948791357627,2.114880799792186,5.343716836991254,2.2858382755934814,3.253662768911056,32.246707468966946,24.948556202524735,28.356217350134685,49.61031918302607,38.38239415773036,43.624949769437976,3.5039627758182474,1.5609518891103935,2.1847631951590474,5.455536980071448,2.430342814690866,3.4015933291716816,33.2469414305028,26.26720687531899,29.506515161281953,51.76422526521322,40.89704361600298,45.94052360554026,0.7587939698492463,-0.001206030150753712,-0.001206030150753712,0.592964824120603,-0.0020351758793969443,-0.0020351758793969443,0.4623115577889447,-0.002688442211055242,-0.002688442211055242,0.4163265306122449,0.08027765077517768,0.13817184947248917,0.41393442622950816,0.40703517587939697,0.0737018425460636,0.13157607738190114,0.398989898989899,0.4163265306122449,0.08027765077517768,0.13817184947248917,0.41393442622950816,21.0,0.0,0.0,35.0,0.0,0.0,41.0,0.0,0.0,0.00014302059097575558,-0.0002813154716459444,-0.00017860589302795118,-1.0066742095027337e-05,-8.484196204427974e-05,-0.00010243434826673337,0.04081632653061224,-0.5287871051580822,0.5591836734693878
480,1,test,3.5941476193273783,1.5971176956578734,2.213484724660853,5.742604576132012,2.551819334961742,3.536629224877117,36.384673174236084,29.017530577433682,32.4071357321153,58.13417054654481,46.363205280145436,51.77899899097752,3.6409755202057292,1.452049204153964,2.098896442953878,5.558741252222487,2.216869013975517,3.2044220503112637,38.12901421254464,29.20338954433953,33.45471580955369,58.21223543899945,44.58532754860997,51.07590199931862,3.5941476193273783,1.5971176956578734,2.213484724660853,5.742604576132012,2.551819334961742,3.536629224877117,36.384673174236084,29.017530577433682,32.4071357321153,58.13417054654481,46.363205280145436,51.77899899097752,0.7587939698492463,-0.001206030150753712,-0.001206030150753712,0.6231155778894473,-0.0018844221105527303,-0.0018844221105527303,0.48743718592964824,-0.002562814070351749,-0.002562814070351749,0.4385964912280702,0.1005929886011,0.1737190116481402,0.45070422535211263,0.44221105527638194,0.10135892495056742,0.1567352622880681,0.45959595959595956,0.4385964912280702,0.1005929886011,0.1737190116481402,0.45070422535211263,23.0,-7.0,-7.0,36.0,-10.0,-10.0,45.0,-10.0,-10.0,0.00014017670000892487,-0.00020435017925867868,2.1029111212022794e-05,-0.0002872636165145437,0.00015787518124010802,8.758024202748516e-06,0.03859649122807018,0.3494901274006252,0.007017543859649123
428,1,test,2.7450179028415707,1.277976344611301,1.7242071831477348,4.43326835012911,2.0639617959919607,2.7846350751306144,15.564892585496244,11.228505389022402,12.78944862631172,25.13766689864182,18.134299783209887,20.65525975329217,2.739329392956762,1.1926762099014472,1.657120949813044,3.9990210116157106,1.7411331531407988,2.4191546712599177,15.476602896633015,10.780874784675229,12.525413001986703,22.5935808709971,15.738503335292304,18.285274455455042,2.7878634457991502,1.2875136724208724,1.7442787393823371,4.311129039895594,1.9910005243621742,2.6973382567768107,16.24627165440531,11.763014734360661,13.406894528038364,25.123100496503056,18.19022897066082,20.732311125832524,0.6130653266331658,-0.001934673366834172,-0.001934673366834172,0.46733668341708545,-0.002663316582914521,-0.002663316582914521,0.3668341708542714,-0.0031658291457286047,-0.0031658291457286047,0.402332361516035,0.1155783586048269,0.17163832437038495,0.38888888888888884,0.3869346733668342,0.09871412198838803,0.13985620925998943,0.36868686868686873,0.39799331103678925,0.10917861988486943,0.16328808300564357,0.38926174496644295,22.0,0.0,0.0,34.0,0.0,0.0,40.0,0.0,0.0,0.00014191486452430822,1.6851088448165396e-05,-8.147212214784469e-05,-0.010782524998306009,-0.009591310650658436,-0.009796760663019377,0.9650145772594753,0.32233136122102474,0.0029154518950437317
227,1,test,2.840919326149389,1.1646749362256168,1.624132294915595,4.964434782059033,2.0352400400710278,2.8381301719232117,17.131507742972993,11.786064915717184,13.755185473199907,29.93687716701341,20.595850812313866,24.03683926124832,2.5327440567580197,0.8529971493654238,1.2745656268672332,3.988573317729165,1.3433025974258643,2.007189963570446,12.588000976273195,7.2238028158689485,9.06899544597969,19.823623584682196,11.376067426565273,14.281882592093998,2.8163731453908842,1.156621543804389,1.6348141781466308,4.720178455962376,1.9384718611246745,2.7399120304133477,16.716113682646544,11.458109080428569,13.456662060237004,28.015832987675772,19.203534771667993,22.553064905425146,0.5628140703517588,-0.0021859296482411583,-0.0021859296482411583,0.39698492462311563,-0.0030150753768843908,-0.0030150753768843908,0.31658291457286436,-0.003417085427135591,-0.003417085427135591,0.3884057971014493,0.08739277249942323,0.13816141782481195,0.4156976744186046,0.3517587939698492,0.06353824259140306,0.10301088078120146,0.35858585858585856,0.3846153846153846,0.08077565172723766,0.13544964490459477,0.4093959731543624,19.0,-8.0,-8.0,28.0,-13.0,-13.0,38.0,-17.0,-17.0,-0.0008532088089755307,-0.00010558740469083427,-0.0003094994159790472,-0.01484386567208773,-0.01711657451781612,-0.013466886366350295,0.04927536231884058,0.32629030953196675,0.3652173913043478
478,1,test,3.2062880231437223,1.4182841661612728,1.9454304118679169,5.469550157127527,2.419425930510407,3.3186754084805647,24.68727733166298,18.709768744188395,21.158831106238722,42.11359074224862,31.91666432832138,36.09447659299548,3.7430112726516045,1.590776111950242,2.233207064111605,5.3856277304339635,2.2888864920147367,3.2132475742613025,42.224949750495504,33.62088135448191,37.699105164653645,60.75532338200792,48.37536885536966,54.24331678367431,3.308402113353961,1.4730060107492577,2.0250489480372287,5.483539414398829,2.4414464266562277,3.3564347205036933,27.341402087420683,21.073785814475013,23.732681991847006,45.31724102887406,34.92892676432322,39.33593700306133,0.7939698492462312,-0.001030150753768888,-0.001030150753768888,0.6582914572864322,-0.0017085427135676845,-0.0017085427135676845,0.4974874371859297,-0.002512562814070307,-0.002512562814070307,0.4119496855345912,0.09012864942784082,0.1514894344885661,0.3817034700315457,0.44221105527638194,0.08882759662976536,0.1667519567788861,0.46464646464646464,0.40802675585284276,0.07747583765584776,0.1455128515146893,0.38926174496644295,23.0,-6.0,-6.0,33.0,-7.0,-7.0,42.0,-6.0,-6.0,0.0006306519660820146,0.00025153868702629413,0.0005568759030265454,-0.008518782475724684,-0.012334491202490305,-0.014941413690686467,0.031446540880503145,0.5525322799791296,0.8238993710691824
5,1,test,3.0982849073500898,1.358445028874454,1.8896174777569648,5.3498335667287265,2.3456380001683117,3.2628177566238272,22.15991236781078,16.463481139419535,18.810893493526834,38.26369961646831,28.427625818376594,32.48092168447491,3.1674390186195325,1.4091240247720522,1.9366247195786253,4.9491234665930195,2.2017562887063318,3.025976124341602,23.746591837860148,17.943940189391867,20.322575263052958,37.10404974665648,28.03740654592479,31.754023848520244,3.0982849073500898,1.358445028874454,1.8896174777569648,5.3498335667287265,2.3456380001683117,3.2628177566238272,22.15991236781078,16.463481139419535,18.810893493526834,38.26369961646831,28.427625818376594,32.48092168447491,0.7085427135678393,-0.0014572864321606982,-0.0014572864321606982,0.5879396984924623,-0.002060301507537776,-0.002060301507537776,0.4773869346733668,-0.0026130653266331905,-0.0026130653266331905,0.44043321299638993,0.11791069047386737,0.18353045189194817,0.3804347826086957,0.4623115577889447,0.13900328711225296,0.20354695010947899,0.38383838383838387,0.44043321299638993,0.11791069047386737,0.18353045189194817,0.3804347826086957,24.0,-2.0,-2.0,33.0,0.0,0.0,44.0,-2.0,-2.0,0.0003447259164458194,0.0005373676444510393,0.00018108173549881816,-0.00023182424163081805,0.0001888633816387042,3.6794479953528025e-05,0.036101083032490974,-0.46413537852453,0.22743682310469315
378,1,test,3.3856278121580443,1.4817456673731966,2.0552627969209185,5.139839113794337,2.24948953647848,3.120165800506887,29.53653028930778,22.824629789809208,25.754106511373873,44.84043199361233,34.65086284152382,39.09820314939142,3.369057932301514,1.2824800493021598,1.881785559424021,4.522225412485254,1.7214497306069259,2.5258866569449943,29.051146016158846,20.993851090687116,24.62613674835126,38.99482686732731,28.179665893539756,33.055217111880886,3.3856278121580443,1.4817456673731966,2.0552627969209185,5.139839113794337,2.24948953647848,3.120165800506887,29.53653028930778,22.824629789809208,25.754106511373873,44.84043199361233,34.65086284152382,39.09820314939142,0.7135678391959799,-0.0014321608040201994,-0.0014321608040201994,0.592964824120603,-0.0020351758793969443,-0.0020351758793969443,0.4773869346733668,-0.0026130653266331905,-0.0026130653266331905,0.4486301369863014,0.12726261561878005,0.18894904359222398,0.4639175257731959,0.4522613065326633,0.11140917620684876,0.18014110619877344,0.4747474747474747,0.4486301369863014,0.12726261561878005,0.18894904359222398,0.4639175257731959,22.0,-6.0,-6.0,35.0,-10.0,-10.0,46.0,-11.0,-11.0,0.0001968442877849206,-0.00015080855786377947,2.1493969506441497e-07,-0.000335773069539691,0.00013076050589333477,-1.577387457896151e-05,0.9623287671232876,-0.3321971495773435,0.003424657534246575
102,1,test,2.4160830585235984,1.024366092920172,1.37318130244768,4.128893114096665,1.750559895882359,2.3466572492533118,11.201896098974055,7.18014676531706,8.364457464161411,19.1431463851012,12.270297758569999,14.29419022044485,2.475320075915364,0.9853140024687621,1.4043819171596414,3.667140853207947,1.4597244481018699,2.0805658031994687,11.885510770076735,7.4483883025285325,8.96739489792052,17.608164103817384,11.034649337079307,13.28502947840077,2.4384398152076643,1.0108866164826373,1.3905715443402515,3.9329674438833293,1.6304622846494148,2.2428573295810508,11.455154635550498,7.286667391739177,8.603588767269942,18.476055863791125,11.752689341514799,13.87675607624184,0.5778894472361809,-0.002110552763819218,-0.002110552763819218,0.4824120603015075,-0.0025879396984924696,-0.0025879396984924696,0.371859296482412,-0.003140703517587995,-0.003140703517587995,0.4049586776859504,0.12710448236270422,0.17426464054030033,0.41436464088397795,0.42211055276381915,0.13639626704953345,0.1883876813113985,0.4545454545454546,0.41137123745819393,0.1375815880425011,0.19112652110669226,0.4261744966442953,23.0,-8.0,-8.0,35.0,-11.0,-11.0,45.0,-10.0,-10.0,-0.00011312242269860079,0.00019795738199349978,4.4876275262580804e-07,-0.028208160628159895,-0.03719498406962796,-0.035719535541591796,0.9586776859504132,-0.2680683625930816,0.0027548209366391185
