domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.814, 0, 0)","(0.21, 25, 72)","(0.801, 25, 9)","(0.815, 25, 9)","(0.811, 0, '-')","(0.3, 0, 0)","(0.002, 0, 0)","(0.239, 25, 9)","(0.313, 0, 0)","(0.317, 0, '-')"
dm_mathematics,"(0.867, 0, 0)","(0.155, 25, 72)","(0.8, 0, 0)","(0.925, 0, 0)","(0.92, 0, '-')","(0.208, 0, 0)","(0.006, 100, 72)","(0.105, 0, 0)","(0.608, 0, 0)","(0.433, 25, 'γ=1')"
github,"(0.894, 100, 9)","(0.13, 100, 72)","(0.887, 100, 9)","(0.896, 0, 0)","(0.893, 0, '-')","(0.601, 100, 9)","(0.0, 0, 0)","(0.494, 100, 9)","(0.64, 100, 18)","(0.639, 0, '-')"
hackernews,"(0.593, 0, 0)","(0.434, 25, 72)","(0.589, 100, 9)","(0.592, 0, 0)","(0.559, 25, 'γ=3')","(0.045, 0, 0)","(0.016, 25, 72)","(0.051, 0, 0)","(0.042, 0, 0)","(0.031, 0, '-')"
pile_cc,"(0.551, 25, 18)","(0.453, 100, 72)","(0.548, 25, 18)","(0.552, 25, 36)","(0.542, 0, '-')","(0.053, 100, 72)","(0.01, 25, 72)","(0.04, 25, 72)","(0.057, 100, 9)","(0.034, 0, '-')"
pubmed_central,"(0.814, 25, 9)","(0.223, 100, 72)","(0.801, 0, 0)","(0.815, 0, 0)","(0.821, 100, 'γ=1')","(0.225, 0, 0)","(0.005, 25, 72)","(0.223, 25, 9)","(0.256, 0, 0)","(0.206, 0, '-')"
