domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.782, 0, 0)","(0.256, 25, 72)","(0.763, 0, 0)","(0.784, 0, 0)","(0.784, 0, '-')","(0.201, 0, 0)","(0.009, 25, 36)","(0.145, 0, 0)","(0.203, 0, 0)","(0.259, 25, 'γ=3')"
dm_mathematics,"(0.909, 0, 0)","(0.095, 25, 72)","(0.875, 0, 0)","(0.95, 0, 0)","(0.943, 25, 'γ=1')","(0.288, 0, 0)","(0.0, 0, 0)","(0.144, 0, 0)","(0.622, 0, 0)","(0.684, 25, 'γ=1')"
github,"(0.865, 100, 9)","(0.159, 25, 72)","(0.862, 25, 9)","(0.865, 0, 0)","(0.864, 0, '-')","(0.565, 100, 18)","(0.003, 25, 9)","(0.542, 100, 36)","(0.529, 25, 18)","(0.428, 100, 'γ=1')"
hackernews,"(0.585, 0, 0)","(0.438, 25, 72)","(0.579, 0, 0)","(0.587, 0, 0)","(0.567, 25, 'γ=4')","(0.036, 0, 0)","(0.009, 25, 72)","(0.029, 0, 0)","(0.06, 0, 0)","(0.042, 0, '-')"
pile_cc,"(0.547, 0, 0)","(0.469, 100, 72)","(0.547, 100, 9)","(0.548, 0, 0)","(0.535, 0, '-')","(0.047, 0, 0)","(0.018, 25, 72)","(0.039, 25, 72)","(0.035, 25, 36)","(0.02, 0, '-')"
pubmed_central,"(0.813, 0, 0)","(0.241, 25, 72)","(0.792, 0, 0)","(0.819, 0, 0)","(0.823, 25, 'γ=1')","(0.229, 100, 9)","(0.003, 25, 36)","(0.181, 0, 0)","(0.299, 25, 9)","(0.289, 0, '-')"
