metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,elbow_idx,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.745,0.75,0.75,0.799,0.808,0.804,0.786,0.789,0.787,0.769,0.773,0.773,0.808,0.809,0.808,0.794,0.794,0.794,0.781,0.781,0.781,0.804,0.785,0.785,0.8,0.785,0.786,0.785,0.767,0.769,0.71,0.465,0.542,0.71,0.487,0.567,0.697,0.493,0.59,0.732,0.669,0.647,0.799,0.806,0.803,0.785,0.787,0.786,0.774,0.775,0.774,0.486,0.547,0.495,0.614,0.476,0.476,0.651,0.504,0.504,0.684,0.501,0.501,0.799,0.801,0.8,0.785,0.786,0.785,0.774,0.775,0.775,0.502,0.518,0.543
TPR01,12.629,15.8,10.743,27.4,32.6,28.943,20.6,22.914,21.229,14.543,15.686,15.857,34.057,36.914,35.743,23.8,26.057,25.743,16.029,14.943,15.286,30.436,17.843,17.586,32.636,11.471,22.086,27.626,17.764,17.536,13.446,0.914,1.543,15.917,0.229,2.2,8.943,0.314,3.429,20.398,9.307,4.2,31.571,35.314,33.914,24.286,26.686,24.971,14.743,15.714,13.143,1.457,2.443,1.251,2.653,0.749,0.749,8.246,0.748,0.748,9.085,1.025,1.025,31.571,32.171,31.857,24.286,25.257,24.629,14.743,15.029,14.8,4.829,2.286,2.543
