metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.543,0.546,0.542,0.566,0.565,0.565,0.575,0.575,0.575,0.574,0.573,0.573,0.562,0.561,0.561,0.563,0.56,0.561,0.561,0.559,0.559,0.548,0.543,0.543,0.55,0.543,0.543,0.551,0.548,0.548,0.533,0.495,0.506,0.532,0.481,0.497,0.531,0.481,0.499,0.523,0.517,0.516,0.557,0.556,0.556,0.552,0.553,0.553,0.551,0.551,0.55,0.505,0.487,0.512,0.513,0.511,0.511,0.53,0.501,0.501,0.526,0.508,0.508,0.545,0.557,0.557,0.557,0.552,0.552,0.552,0.551,0.551,0.551,0.522,0.512,0.512
TPR01,3.286,3.171,3.0,6.729,5.914,6.286,6.7,6.9,6.843,5.871,6.2,6.943,5.571,5.271,5.2,5.8,5.629,5.571,5.457,5.157,5.343,3.698,2.114,2.114,4.595,2.586,2.586,4.3,3.029,3.029,3.721,1.429,2.057,2.757,1.329,1.757,2.8,1.229,1.657,3.302,1.9,1.729,4.786,4.271,4.414,4.029,4.286,4.243,3.871,3.914,4.229,0.386,1.786,1.3,1.061,0.619,0.619,1.861,1.336,1.336,2.741,1.107,1.107,2.8,4.786,4.843,4.857,4.029,4.1,4.043,3.871,4.014,3.8,3.214,1.971,1.771
