metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.546,0.553,0.551,0.564,0.57,0.569,0.556,0.568,0.564,0.536,0.555,0.578,0.59,0.591,0.59,0.583,0.584,0.583,0.575,0.577,0.578,0.587,0.532,0.548,0.593,0.534,0.537,0.575,0.518,0.53,0.525,0.463,0.487,0.524,0.47,0.495,0.519,0.473,0.531,0.508,0.499,0.489,0.59,0.591,0.591,0.583,0.591,0.588,0.577,0.587,0.593,0.505,0.544,0.503,0.52,0.491,0.504,0.496,0.5,0.531,0.524,0.494,0.526,0.534,0.59,0.59,0.59,0.583,0.584,0.583,0.577,0.579,0.579,0.52,0.517,0.529
TPR01,3.664,3.113,3.4,3.62,3.157,3.863,2.34,3.466,3.377,1.943,2.45,3.775,5.585,5.872,5.673,4.901,5.143,5.011,3.576,3.863,3.377,5.064,0.182,0.586,5.075,1.547,1.37,4.902,1.104,0.442,1.766,0.0,0.464,1.582,0.773,0.552,0.817,0.662,0.287,5.029,1.847,0.927,6.424,4.879,5.055,4.459,4.901,4.636,2.781,2.053,2.804,0.728,1.854,1.249,0.341,2.63,2.649,0.529,2.869,2.815,1.396,2.676,2.654,1.523,6.424,5.982,6.269,4.459,4.481,4.437,2.781,2.804,2.561,1.7,1.545,2.45
