metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.7,0.701,0.703,0.776,0.789,0.786,0.769,0.777,0.774,0.733,0.74,0.767,0.795,0.796,0.795,0.786,0.786,0.786,0.769,0.769,0.771,0.793,0.788,0.786,0.795,0.769,0.77,0.789,0.756,0.759,0.755,0.564,0.645,0.723,0.545,0.616,0.716,0.545,0.677,0.743,0.681,0.658,0.785,0.792,0.791,0.774,0.779,0.778,0.761,0.763,0.769,0.55,0.663,0.596,0.625,0.492,0.492,0.654,0.509,0.509,0.698,0.503,0.503,0.636,0.785,0.786,0.786,0.774,0.776,0.775,0.761,0.762,0.763,0.525,0.547,0.509
TPR01,6.543,7.771,3.8,23.714,30.743,29.457,21.629,25.086,23.571,9.943,9.686,9.771,28.657,28.429,27.971,21.657,22.257,21.829,11.429,11.629,12.486,25.471,7.014,6.814,24.615,6.414,6.671,25.824,6.129,6.1,16.351,2.2,6.086,15.681,1.371,4.057,6.429,0.486,9.714,17.426,6.486,2.086,27.857,28.571,27.343,19.629,21.914,21.514,9.857,11.0,10.429,1.514,5.5,10.329,1.452,0.202,0.202,2.993,1.401,1.401,6.517,1.993,1.993,5.229,27.857,28.257,27.886,19.629,20.143,19.743,9.857,10.571,10.571,3.8,3.829,5.371
