metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,elbow_idx,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.701,0.702,0.704,0.776,0.789,0.786,0.769,0.777,0.774,0.733,0.74,0.767,0.795,0.795,0.795,0.786,0.786,0.786,0.769,0.769,0.771,0.793,0.718,0.725,0.795,0.692,0.703,0.79,0.715,0.733,0.756,0.564,0.645,0.722,0.543,0.615,0.716,0.542,0.676,0.741,0.68,0.659,0.785,0.792,0.791,0.774,0.779,0.778,0.761,0.763,0.769,0.448,0.59,0.474,0.625,0.491,0.492,0.654,0.509,0.509,0.699,0.503,0.502,0.785,0.786,0.786,0.774,0.776,0.775,0.761,0.762,0.763,0.525,0.547,0.509
TPR01,6.286,7.6,3.6,23.714,30.629,29.4,21.629,25.086,23.629,9.943,9.8,9.829,28.657,28.286,27.914,21.686,22.286,21.857,11.429,11.343,12.486,25.479,6.25,2.8,25.336,3.743,5.383,25.95,3.571,3.936,18.196,2.257,6.229,15.886,1.2,3.857,6.771,0.629,9.543,17.036,6.407,2.114,27.829,28.514,27.314,19.629,21.886,21.514,9.829,11.0,10.343,1.743,3.671,0.972,1.452,0.195,0.195,2.943,1.486,1.388,6.802,2.16,2.16,27.829,28.229,27.886,19.629,20.143,19.771,9.829,10.457,10.514,3.8,3.829,5.371
