domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.804, 0, 0)","(0.22, 100, 72)","(0.785, 0, 0)","(0.805, 25, 9)","(0.802, 0, '-')","(0.237, 0, 0)","(0.004, 100, 36)","(0.185, 25, 9)","(0.28, 25, 9)","(0.32, 25, 'γ=1')"
dm_mathematics,"(0.825, 0, 0)","(0.149, 100, 72)","(0.757, 0, 0)","(0.906, 0, 0)","(0.927, 25, 'γ=1')","(0.078, 0, 0)","(0.0, 0, 0)","(0.029, 0, 0)","(0.181, 0, 0)","(0.424, 25, 'γ=4')"
github,"(0.891, 100, 9)","(0.139, 25, 72)","(0.887, 100, 9)","(0.891, 0, 0)","(0.884, 0, '-')","(0.589, 25, 9)","(0.003, 25, 18)","(0.499, 25, 18)","(0.597, 100, 9)","(0.344, 0, '-')"
hackernews,"(0.596, 0, 0)","(0.439, 100, 72)","(0.589, 0, 0)","(0.598, 0, 0)","(0.575, 100, 'γ=4')","(0.057, 0, 0)","(0.008, 25, 9)","(0.059, 0, 0)","(0.061, 0, 0)","(0.042, 0, '-')"
pile_cc,"(0.558, 25, 18)","(0.443, 100, 72)","(0.556, 25, 18)","(0.559, 25, 9)","(0.552, 0, '-')","(0.058, 100, 72)","(0.014, 25, 36)","(0.041, 100, 72)","(0.062, 100, 18)","(0.042, 100, 'γ=2')"
pubmed_central,"(0.794, 0, 0)","(0.271, 25, 72)","(0.778, 0, 0)","(0.797, 0, 0)","(0.807, 100, 'γ=2')","(0.14, 0, 0)","(0.001, 25, 9)","(0.117, 0, 0)","(0.22, 0, 0)","(0.21, 25, 'γ=3')"
