domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.782, 0, 0)","(0.257, 25, 72)","(0.763, 0, 0)","(0.784, 0, 0)","(0.784, 0, '-')","(0.201, 0, 0)","(0.009, 25, 18)","(0.145, 0, 0)","(0.203, 0, 0)","(0.26, 100, 'γ=4')"
dm_mathematics,"(0.909, 0, 0)","(0.095, 100, 72)","(0.875, 0, 0)","(0.95, 0, 0)","(0.943, 100, 'γ=1')","(0.288, 0, 0)","(0.0, 0, 0)","(0.144, 0, 0)","(0.622, 0, 0)","(0.681, 100, 'γ=1')"
github,"(0.865, 25, 9)","(0.158, 25, 72)","(0.862, 25, 9)","(0.865, 0, 0)","(0.864, 0, '-')","(0.561, 25, 18)","(0.003, 25, 9)","(0.543, 25, 36)","(0.541, 100, 18)","(0.444, 100, 'γ=1')"
hackernews,"(0.585, 0, 0)","(0.441, 100, 72)","(0.579, 0, 0)","(0.587, 0, 0)","(0.569, 100, 'γ=2')","(0.036, 0, 0)","(0.009, 100, 72)","(0.029, 0, 0)","(0.06, 0, 0)","(0.042, 0, '-')"
pile_cc,"(0.547, 0, 0)","(0.47, 25, 72)","(0.547, 25, 9)","(0.548, 0, 0)","(0.535, 0, '-')","(0.048, 100, 72)","(0.017, 25, 72)","(0.038, 25, 9)","(0.037, 25, 36)","(0.02, 25, 'γ=3')"
pubmed_central,"(0.813, 0, 0)","(0.24, 100, 72)","(0.792, 0, 0)","(0.819, 0, 0)","(0.823, 100, 'γ=1')","(0.23, 100, 9)","(0.003, 25, 72)","(0.181, 0, 0)","(0.3, 100, 18)","(0.289, 0, '-')"
