domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.76, 0, 0)","(0.272, 25, 72)","(0.736, 25, 9)","(0.763, 100, 9)","(0.763, 0, '-')","(0.151, 0, 0)","(0.011, 25, 18)","(0.143, 0, 0)","(0.212, 0, 0)","(0.166, 25, 'γ=1')"
dm_mathematics,"(0.934, 0, 0)","(0.096, 25, 72)","(0.908, 0, 0)","(0.95, 0, 0)","(0.934, 0, '-')","(0.501, 0, 0)","(0.011, 0, 0)","(0.316, 0, 0)","(0.756, 0, 0)","(0.644, 0, '-')"
github,"(0.854, 100, 18)","(0.165, 25, 72)","(0.853, 100, 18)","(0.853, 0, 0)","(0.859, 0, '-')","(0.513, 25, 36)","(0.003, 25, 18)","(0.469, 25, 72)","(0.49, 100, 18)","(0.48, 0, '-')"
hackernews,"(0.579, 0, 0)","(0.434, 100, 72)","(0.572, 25, 9)","(0.581, 25, 9)","(0.559, 100, 'γ=2')","(0.046, 25, 9)","(0.011, 25, 72)","(0.034, 0, 0)","(0.051, 0, 0)","(0.031, 25, 'γ=1')"
pile_cc,"(0.543, 0, 0)","(0.476, 25, 72)","(0.544, 100, 18)","(0.543, 0, 0)","(0.521, 0, '-')","(0.04, 100, 18)","(0.014, 100, 72)","(0.039, 25, 9)","(0.035, 100, 72)","(0.012, 0, '-')"
pubmed_central,"(0.811, 100, 9)","(0.24, 25, 72)","(0.788, 0, 0)","(0.813, 0, 0)","(0.815, 0, '-')","(0.204, 100, 9)","(0.003, 25, 72)","(0.179, 25, 9)","(0.28, 25, 9)","(0.256, 0, '-')"
