idx,membership,set_split,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000,elbow_frac,elbow_delta_slope,elbow_idx,nei_delta
450,1,test,1.961449665268674,0.8156635770617557,1.1716890907986603,3.481248412529832,1.4476678056460304,2.0795541479075563,7.109626176362196,3.964713612265299,4.906757236314034,12.618409372616348,7.036710252232451,8.70868171743153,2.196295856078288,1.0158996307598378,1.3896198358025305,3.6004850099644066,1.6654092307538326,2.2780653045943122,8.991645388831618,5.735981464993877,6.75119699808369,14.740402276773144,9.403248303268652,11.067536062432278,1.961449665268674,0.8156635770617557,1.1716890907986603,3.481248412529832,1.4476678056460304,2.0795541479075563,7.109626176362196,3.964713612265299,4.906757236314034,12.618409372616348,7.036710252232451,8.70868171743153,0.5376884422110553,-0.0023115577889447625,-0.0023115577889447625,0.37688442211055273,-0.003115577889447274,-0.003115577889447274,0.25125628140703515,-0.003743718592964851,-0.003743718592964851,0.34082397003745324,0.09783331583184574,0.1403258380324719,0.2857142857142857,0.3517587939698492,0.10363849321796947,0.14140820966267054,0.303030303030303,0.34082397003745324,0.09783331583184574,0.1403258380324719,0.2857142857142857,22.0,-8.0,-8.0,28.0,-4.0,-4.0,36.0,-8.0,-8.0,0.0005323749785813905,0.0006943567237818186,0.00018634603323739617,-0.023561118023765815,-0.023898874674831205,-0.02332045444970987,0.03745318352059925,-0.5187158852201315,10,-1.25553560256958
84,1,test,2.23026435147805,1.0374738217855122,1.4223340478927384,3.8547778914435424,1.7931646302465638,2.4583551445059673,9.30232483780124,6.0060581224514475,7.059064526927289,16.078092312249055,10.380841199298796,12.200852268763212,2.4002483273552433,1.0910840435153681,1.5143094769621808,3.7213152362096795,1.691603168240881,2.3477666309491174,11.02591407678694,7.322836379965025,8.600653797261039,17.094440429127037,11.353234697620193,13.334346972497734,2.23026435147805,1.0374738217855122,1.4223340478927384,3.8547778914435424,1.7931646302465638,2.4583551445059673,9.30232483780124,6.0060581224514475,7.059064526927289,16.078092312249055,10.380841199298796,12.200852268763212,0.6130653266331658,-0.001934673366834172,-0.001934673366834172,0.4623115577889447,-0.002688442211055242,-0.002688442211055242,0.33668341708542715,-0.0033165829145728187,-0.0033165829145728187,0.3763440860215054,0.095485409813992,0.16299486075332903,0.3453237410071942,0.3919597989949749,0.1012329819523684,0.16992307111517524,0.3787878787878788,0.3763440860215054,0.095485409813992,0.16299486075332903,0.3453237410071942,17.0,-6.0,-6.0,24.0,-4.0,-4.0,33.0,-4.0,-4.0,0.0003849606564500441,0.00021706809013060144,4.340307706870337e-05,-0.010595847754997223,-0.009306829969622399,-0.009598324869454444,0.9605734767025089,-0.30259895753670224,268,-0.6486682891845703
204,1,test,1.6870900926760406,0.7859746656167202,1.0207975804478353,2.7774365281173243,1.2939408250546005,1.6805270210866108,5.403733441186372,2.9413852915035332,3.4567280171519528,8.896102652084114,4.842367925313677,5.690770578455398,1.5652797498414337,0.6951329298120471,0.9807498429639433,2.3538041350999004,1.0453126764090936,1.474811793930742,4.784013075613674,2.3967517500402113,2.9898657045868404,7.194004624982968,3.60413796998528,4.496038653514045,1.4434888516436382,0.6521301698841125,0.9112778502849522,2.379377227984019,1.0749398404683175,1.5021063466235478,4.235446915769945,2.029054740306598,2.5327541098082964,6.981505905115293,3.3445957257801067,4.174869411771917,0.40201005025125625,-0.002989949748743781,-0.002989949748743781,0.2814070351758794,-0.003592964824120637,-0.003592964824120637,0.20100502512562812,-0.003994974874371837,-0.003994974874371837,0.3377659574468085,0.09473806900059334,0.13541991639108997,0.3653333333333333,0.31155778894472363,0.07095628518532515,0.11790169545557505,0.33838383838383834,0.3110367892976589,0.08566116325425321,0.12416248451456657,0.30536912751677847,16.0,0.0,0.0,23.0,0.0,0.0,28.0,0.0,0.0,-0.000781610112088159,-0.00047271138160773934,-0.00019510434333492766,-0.10261602331495201,-0.09729508709507328,-0.09752276542428095,0.026595744680851064,0.4059961188842319,10,-1.2718473672866821
390,1,test,1.141315479703089,0.4770515012828721,0.5906252498732939,2.255713141488653,0.9428517879128464,1.1673206589476897,3.1308842721092844,1.187824411194783,1.3964344983355748,6.187926934027312,2.347634095710444,2.7599342207670086,1.3295109001350371,0.5120785231121892,0.765721123012523,2.0297876337939496,0.7817992719270062,1.1690398824618669,3.77919453193288,1.514517004006258,2.021874785210797,5.769762644172335,2.3122397007729125,3.086831733146255,1.1295451106317167,0.4382348116804562,0.6566407048396548,2.041346585479006,0.7919906235188967,1.1867000689873277,3.0942486391297237,1.0979190302780621,1.4896006585382617,5.592015612885043,1.9841910185748115,2.6920493829004735,0.36180904522613067,-0.0031909547738693256,-0.0031909547738693256,0.23115577889447236,-0.003844221105527623,-0.003844221105527623,0.16080402010050254,-0.004195979899497493,-0.004195979899497493,0.2966507177033493,0.08040221113226209,0.10798991613932185,0.26618705035971224,0.3015075376884422,0.0759436279140061,0.1328931804263387,0.2676767676767676,0.2876254180602007,0.07393593558941602,0.11966101316587363,0.24161073825503354,16.0,-7.0,-7.0,25.0,-16.0,-16.0,31.0,-21.0,-21.0,0.00019306907141583538,0.0004223390106214169,2.26195206327633e-05,-0.16867025961263504,-0.18862036535635607,-0.17258888596928834,0.9688995215311005,-0.17297998656288488,405,-1.2452335357666016
128,1,test,2.393803991853212,1.0971331779263154,1.5182207740559608,4.168801509621921,1.9106536976131756,2.643976314002218,10.955087846369556,7.29798663837306,8.554813077577986,19.078248222249023,12.70941890764288,14.898177876598398,2.884211361794481,1.3517208870275663,1.852370952852348,4.578113272689652,2.145588709567565,2.9402713537338854,17.889453724199743,13.259761115118863,15.083228036227343,28.395958292380545,21.047239865268036,23.941631803535465,2.393803991853212,1.0971331779263154,1.5182207740559608,4.168801509621921,1.9106536976131756,2.643976314002218,10.955087846369556,7.29798663837306,8.554813077577986,19.078248222249023,12.70941890764288,14.898177876598398,0.6834170854271358,-0.0015829145728643024,-0.0015829145728643024,0.5175879396984925,-0.002412060301507535,-0.002412060301507535,0.3668341708542714,-0.0031658291457286047,-0.0031658291457286047,0.3764705882352941,0.0966271440082882,0.16786563386762787,0.3503937007874016,0.371859296482412,0.07361368244732425,0.13312807778458224,0.41414141414141414,0.3764705882352941,0.0966271440082882,0.16786563386762787,0.3503937007874016,14.0,0.0,0.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0007508958640672954,0.0008273992345848771,0.00033136843777788373,-0.02348598321333739,-0.026449140117152936,-0.027165047720837165,0.0392156862745098,0.10918200392641478,10,-0.9163229465484619
177,1,test,2.2540854422144436,1.0391075338237739,1.4380155686949574,3.3443767702420817,1.5417193300754903,2.133577447031105,9.526576719932681,6.156357110008459,7.264982721934652,14.134540459465335,9.134160277349505,10.779023277653042,2.431690332005777,1.1117364448598768,1.5449959864179683,3.4738433314368247,1.5881949212283952,2.2071371234542405,11.378098598503776,7.63484983710678,8.95100535417982,16.25442656929111,10.906928338723972,12.787150505971173,2.2540854422144436,1.0391075338237739,1.4380155686949574,3.3443767702420817,1.5417193300754903,2.133577447031105,9.526576719932681,6.156357110008459,7.264982721934652,14.134540459465335,9.134160277349505,10.779023277653042,0.6582914572864322,-0.0017085427135676845,-0.0017085427135676845,0.48743718592964824,-0.002562814070351749,-0.002562814070351749,0.3316582914572864,-0.0033417085427135396,-0.0033417085427135396,0.40441176470588236,0.1145035078251484,0.1892528405005034,0.3837638376383764,0.40703517587939697,0.09876449918766761,0.17498175350877931,0.41414141414141414,0.40441176470588236,0.1145035078251484,0.1892528405005034,0.3837638376383764,16.0,-5.0,-5.0,24.0,-6.0,-6.0,35.0,-12.0,-12.0,0.00021930453937269709,0.00018035788547602637,2.7084444362854435e-05,-0.004872703673891365,-0.004035222125838622,-0.004759737852936929,0.03676470588235294,-0.5703498201500873,10,-0.7101445198059082
154,1,test,2.367391646303659,1.0551899421903985,1.4744608208349224,4.19877008967064,1.8714689540735368,2.6150814558204276,10.669526059689327,6.955183460135955,8.227248999610115,18.923310370015034,12.335608400995847,14.59172464081794,2.622481991601316,1.1618384358909624,1.6359322033786574,4.195971186562105,1.85894149742554,2.617491525405852,13.769857878645988,9.461126333579841,11.087892735399452,22.03177260583358,15.137802133727748,17.740628376639123,2.367391646303659,1.0551899421903985,1.4744608208349224,4.19877008967064,1.8714689540735368,2.6150814558204276,10.669526059689327,6.955183460135955,8.227248999610115,18.923310370015034,12.335608400995847,14.59172464081794,0.6030150753768844,-0.0019849246231156137,-0.0019849246231156137,0.44221105527638194,-0.0027889447236180143,-0.0027889447236180143,0.31658291457286436,-0.003417085427135591,-0.003417085427135591,0.37010676156583633,0.10900551822658233,0.1570890100865464,0.32499999999999996,0.3668341708542714,0.09365121346078764,0.14813634113807772,0.31818181818181823,0.37010676156583633,0.10900551822658233,0.1570890100865464,0.32499999999999996,21.0,-8.0,-8.0,29.0,-9.0,-9.0,35.0,-8.0,-8.0,0.0010043526034271505,0.0010302687077979062,-7.654869318935657e-06,-0.039338429929621554,-0.043683579113400484,-0.03703080885648102,0.03914590747330961,-0.3602559002413076,11,-0.9204716682434082
293,1,test,2.2162122547408245,1.0179605589128211,1.4064522475894718,3.4296135344858008,1.5753054803085287,2.176500763238006,9.172521807585277,5.858204387991282,6.925153238019311,14.194581258797124,9.065637559696915,10.716752974672417,2.4504531147508817,1.1007643350460752,1.5352412150016446,3.7991521158928396,1.7066113721644576,2.380218937987046,11.593598759858883,7.7373735514822375,9.096294385845773,17.974571720711445,11.995927986794165,14.102781993559338,2.289023258081715,1.0437560402913437,1.4502565689007767,3.5397266877552296,1.6140557324092946,2.2426647972692426,9.865297124533866,6.391434171229755,7.551785187268704,15.255614110103918,9.883661089530552,11.678018330827895,0.5376884422110553,-0.0023115577889447625,-0.0023115577889447625,0.4120603015075377,-0.0029396984924623393,-0.0029396984924623393,0.3517587939698492,-0.0032412060301507672,-0.0032412060301507672,0.3724340175953079,0.11474734116778229,0.17399804496578686,0.34411764705882353,0.37688442211055273,0.12375159003035219,0.17821998137599515,0.3535353535353535,0.36454849498327757,0.10578388730381183,0.1643260255728215,0.3489932885906041,20.0,-3.0,-3.0,30.0,-4.0,-4.0,37.0,-2.0,-2.0,0.0010648762396046798,9.201596526361783e-05,0.0005518572844564123,-0.02485527704148005,-0.023794546226934443,-0.028270217538409526,0.03225806451612903,-0.9130339003203071,11,-1.4562139511108398
297,1,test,1.7880138608405882,0.8261229108629189,1.0595790182844742,3.1269831447577414,1.444772031326475,1.8530537169084644,5.977568385921626,3.360928652855018,3.9057330657518174,10.453920967159739,5.877788465951927,6.830574265675553,2.4151206019698073,1.0948774369633154,1.5260778605643424,3.3543341694025104,1.520663106893494,2.1195525841171423,11.191119947279471,7.44678819025334,8.758320229424779,15.543222148999266,10.342761375351863,12.164333651978861,1.9223489730172452,0.8773503714933548,1.2134911211996182,3.0193962926972433,1.3780372327120753,1.9060069966486144,6.836999549343182,3.993605002113538,4.805330083947088,10.738742747659447,6.272678013790896,7.547638875309562,0.5678391959798995,-0.0021608040201005485,-0.0021608040201005485,0.4522613065326633,-0.0027386934673366836,-0.0027386934673366836,0.3316582914572864,-0.0033417085427135396,-0.0033417085427135396,0.356020942408377,0.1337987201861548,0.1781128290163927,0.31496062992125984,0.39698492462311563,0.11628317023715073,0.19498158572495206,0.398989898989899,0.35451505016722407,0.1174532805511973,0.17765186885465456,0.31879194630872487,13.0,0.0,0.0,21.0,0.0,0.0,27.0,1.0,1.0,0.00025516682337355985,0.000838780921375342,0.00019283316216852741,-0.05570439840004937,-0.07686201423022343,-0.069545881202699,0.9502617801047121,-0.20474517146184523,363,-1.2902809381484985
365,1,test,2.2586651522104666,0.9880267911536968,1.394643877177161,3.800508429767312,1.6624881934981368,2.34667622447175,9.570305735239025,6.007179337592064,7.197622989873118,16.10332881198902,10.107888586008205,12.110970420085906,2.2601296201877226,0.9703315182521408,1.3882330994401864,3.705130524897906,1.590707406970723,2.2757919662953876,9.584331409089238,5.952278231874135,7.1928894342840985,15.712018703424981,9.75783316700678,11.791622023416556,2.2586651522104666,0.9880267911536968,1.394643877177161,3.800508429767312,1.6624881934981368,2.34667622447175,9.570305735239025,6.007179337592064,7.197622989873118,16.10332881198902,10.107888586008205,12.110970420085906,0.5527638190954773,-0.0022361809045226,-0.0022361809045226,0.4522613065326633,-0.0027386934673366836,-0.0027386934673366836,0.31155778894472363,-0.003442211055276312,-0.003442211055276312,0.4035714285714286,0.11480137509549271,0.19335765184933829,0.40501792114695345,0.39698492462311563,0.11377690457299028,0.19164268756134606,0.398989898989899,0.4035714285714286,0.11480137509549271,0.19335765184933829,0.40501792114695345,18.0,-8.0,-8.0,26.0,-11.0,-11.0,33.0,-14.0,-14.0,0.00012517568977316287,0.00045564275171145304,-0.00011118354031435497,-0.010602777676858466,-0.010311743530373008,-0.009601829426422626,0.06785714285714285,-0.17551574567203296,19,-0.8490738868713379
