domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.783, 0, 0)","(0.255, 100, 72)","(0.766, 0, 0)","(0.785, 0, 0)","(0.778, 0, '-')","(0.209, 0, 0)","(0.008, 25, 36)","(0.139, 100, 18)","(0.206, 0, 0)","(0.251, 0, '-')"
dm_mathematics,"(0.901, 0, 0)","(0.097, 100, 72)","(0.863, 0, 0)","(0.948, 0, 0)","(0.945, 100, 'γ=1')","(0.271, 0, 0)","(0.0, 0, 0)","(0.129, 0, 0)","(0.622, 0, 0)","(0.717, 25, 'γ=2')"
github,"(0.865, 25, 9)","(0.159, 100, 72)","(0.861, 25, 9)","(0.865, 0, 0)","(0.86, 0, '-')","(0.566, 25, 18)","(0.003, 25, 9)","(0.534, 25, 36)","(0.53, 100, 18)","(0.457, 25, 'γ=1')"
hackernews,"(0.586, 0, 0)","(0.435, 100, 72)","(0.581, 0, 0)","(0.589, 0, 0)","(0.567, 100, 'γ=4')","(0.036, 0, 0)","(0.008, 25, 72)","(0.025, 0, 0)","(0.059, 0, 0)","(0.038, 0, '-')"
pile_cc,"(0.548, 0, 0)","(0.47, 25, 72)","(0.547, 100, 9)","(0.549, 0, 0)","(0.537, 0, '-')","(0.046, 25, 72)","(0.017, 100, 72)","(0.039, 100, 9)","(0.038, 25, 36)","(0.019, 0, '-')"
pubmed_central,"(0.812, 0, 0)","(0.243, 25, 72)","(0.792, 0, 0)","(0.818, 0, 0)","(0.816, 0, '-')","(0.218, 25, 9)","(0.002, 25, 72)","(0.154, 0, 0)","(0.295, 25, 18)","(0.257, 0, '-')"
