domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.805, 0, 0)","(0.219, 100, 72)","(0.788, 25, 9)","(0.807, 25, 9)","(0.798, 0, '-')","(0.233, 25, 9)","(0.006, 100, 72)","(0.181, 25, 9)","(0.281, 0, 0)","(0.321, 25, 'γ=3')"
dm_mathematics,"(0.809, 0, 0)","(0.156, 25, 72)","(0.738, 0, 0)","(0.9, 0, 0)","(0.94, 100, 'γ=1')","(0.084, 0, 0)","(0.0, 0, 0)","(0.033, 0, 0)","(0.187, 0, 0)","(0.516, 100, 'γ=4')"
github,"(0.891, 25, 9)","(0.14, 25, 72)","(0.886, 100, 9)","(0.891, 0, 0)","(0.885, 0, '-')","(0.573, 25, 9)","(0.003, 25, 36)","(0.479, 100, 18)","(0.589, 100, 9)","(0.328, 0, '-')"
hackernews,"(0.597, 0, 0)","(0.432, 25, 72)","(0.589, 0, 0)","(0.599, 0, 0)","(0.577, 0, '-')","(0.056, 0, 0)","(0.008, 25, 9)","(0.062, 0, 0)","(0.061, 0, 0)","(0.049, 0, '-')"
pile_cc,"(0.559, 25, 18)","(0.443, 0, 0)","(0.557, 25, 36)","(0.559, 25, 36)","(0.549, 0, '-')","(0.059, 100, 36)","(0.014, 100, 72)","(0.042, 100, 36)","(0.061, 100, 18)","(0.044, 25, 'γ=4')"
pubmed_central,"(0.793, 0, 0)","(0.276, 100, 72)","(0.778, 0, 0)","(0.797, 0, 0)","(0.808, 100, 'γ=1')","(0.123, 0, 0)","(0.002, 100, 18)","(0.106, 0, 0)","(0.219, 0, 0)","(0.212, 100, 'γ=2')"
