domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.758, 0, 0)","(0.277, 100, 72)","(0.738, 0, 0)","(0.761, 0, 0)","(0.752, 0, '-')","(0.158, 0, 0)","(0.008, 25, 18)","(0.133, 0, 0)","(0.213, 0, 0)","(0.158, 0, '-')"
dm_mathematics,"(0.929, 0, 0)","(0.096, 100, 72)","(0.905, 0, 0)","(0.95, 0, 0)","(0.936, 0, '-')","(0.544, 0, 0)","(0.003, 0, 0)","(0.3, 0, 0)","(0.775, 0, 0)","(0.605, 0, '-')"
github,"(0.853, 25, 18)","(0.166, 100, 72)","(0.854, 100, 9)","(0.852, 0, 0)","(0.855, 0, '-')","(0.511, 25, 36)","(0.003, 25, 9)","(0.491, 25, 72)","(0.469, 25, 18)","(0.495, 25, 'γ=1')"
hackernews,"(0.584, 0, 0)","(0.429, 100, 72)","(0.579, 25, 9)","(0.586, 0, 0)","(0.551, 100, 'γ=2')","(0.041, 100, 18)","(0.008, 25, 72)","(0.03, 25, 9)","(0.053, 0, 0)","(0.036, 0, '-')"
pile_cc,"(0.542, 25, 9)","(0.477, 100, 72)","(0.543, 100, 18)","(0.541, 0, 0)","(0.522, 0, '-')","(0.04, 100, 72)","(0.018, 25, 36)","(0.035, 25, 9)","(0.033, 100, 72)","(0.013, 0, '-')"
pubmed_central,"(0.81, 100, 9)","(0.244, 25, 72)","(0.797, 0, 0)","(0.815, 0, 0)","(0.81, 0, '-')","(0.175, 25, 9)","(0.002, 25, 72)","(0.162, 25, 9)","(0.289, 25, 9)","(0.215, 0, '-')"
