domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.802, 0, 0)","(0.227, 100, 72)","(0.78, 25, 9)","(0.805, 0, 0)","(0.795, 0, '-')","(0.287, 0, 0)","(0.004, 0, 0)","(0.229, 0, 0)","(0.257, 0, 0)","(0.258, 0, '-')"
dm_mathematics,"(0.906, 0, 0)","(0.109, 100, 72)","(0.857, 0, 0)","(0.947, 0, 0)","(0.924, 0, '-')","(0.286, 0, 0)","(0.0, 0, 0)","(0.149, 0, 0)","(0.597, 0, 0)","(0.578, 25, 'γ=2')"
github,"(0.868, 100, 9)","(0.151, 25, 72)","(0.864, 100, 18)","(0.871, 0, 0)","(0.876, 0, '-')","(0.514, 100, 18)","(0.0, 0, 0)","(0.485, 25, 36)","(0.562, 100, 9)","(0.518, 25, 'γ=1')"
hackernews,"(0.583, 0, 0)","(0.433, 25, 72)","(0.579, 0, 0)","(0.582, 0, 0)","(0.57, 25, 'γ=4')","(0.038, 0, 0)","(0.007, 0, 0)","(0.03, 0, 0)","(0.04, 25, 9)","(0.024, 0, '-')"
pile_cc,"(0.543, 0, 0)","(0.466, 25, 72)","(0.537, 100, 9)","(0.545, 100, 9)","(0.531, 0, '-')","(0.036, 25, 72)","(0.014, 0, 0)","(0.025, 25, 72)","(0.044, 100, 36)","(0.02, 0, '-')"
pubmed_central,"(0.83, 25, 9)","(0.211, 100, 72)","(0.815, 25, 9)","(0.829, 0, 0)","(0.818, 0, '-')","(0.28, 25, 9)","(0.004, 25, 72)","(0.265, 25, 9)","(0.316, 25, 18)","(0.183, 0, '-')"
