domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.815, 0, 0)","(0.209, 100, 72)","(0.802, 100, 9)","(0.816, 100, 9)","(0.806, 0, '-')","(0.316, 0, 0)","(0.002, 0, 0)","(0.24, 0, 0)","(0.313, 0, 0)","(0.308, 25, 'γ=2')"
dm_mathematics,"(0.854, 0, 0)","(0.155, 100, 72)","(0.783, 0, 0)","(0.921, 0, 0)","(0.935, 0, '-')","(0.187, 0, 0)","(0.0, 0, 0)","(0.073, 0, 0)","(0.592, 0, 0)","(0.57, 0, '-')"
github,"(0.893, 100, 9)","(0.13, 25, 72)","(0.886, 100, 9)","(0.896, 0, 0)","(0.889, 0, '-')","(0.581, 100, 9)","(0.0, 0, 0)","(0.484, 25, 9)","(0.639, 25, 18)","(0.572, 0, '-')"
hackernews,"(0.595, 0, 0)","(0.432, 100, 72)","(0.589, 25, 9)","(0.594, 0, 0)","(0.555, 100, 'γ=1')","(0.047, 0, 0)","(0.014, 25, 72)","(0.055, 0, 0)","(0.04, 0, 0)","(0.033, 100, 'γ=2')"
pile_cc,"(0.551, 100, 18)","(0.453, 100, 72)","(0.548, 25, 18)","(0.552, 25, 36)","(0.545, 0, '-')","(0.059, 100, 72)","(0.009, 100, 72)","(0.048, 25, 72)","(0.056, 100, 9)","(0.033, 0, '-')"
pubmed_central,"(0.813, 100, 9)","(0.224, 25, 72)","(0.799, 0, 0)","(0.814, 0, 0)","(0.815, 100, 'γ=1')","(0.199, 0, 0)","(0.006, 25, 72)","(0.211, 100, 9)","(0.254, 0, 0)","(0.194, 0, '-')"
