domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.762, 0, 0)","(0.271, 25, 72)","(0.736, 25, 9)","(0.765, 100, 9)","(0.76, 0, '-')","(0.166, 0, 0)","(0.01, 100, 18)","(0.145, 0, 0)","(0.211, 0, 0)","(0.165, 100, 'γ=1')"
dm_mathematics,"(0.93, 0, 0)","(0.097, 25, 72)","(0.904, 0, 0)","(0.948, 0, 0)","(0.934, 0, '-')","(0.506, 0, 0)","(0.011, 0, 0)","(0.286, 0, 0)","(0.756, 0, 0)","(0.59, 0, '-')"
github,"(0.853, 100, 18)","(0.165, 25, 72)","(0.851, 100, 18)","(0.851, 0, 0)","(0.859, 0, '-')","(0.499, 25, 36)","(0.004, 0, 0)","(0.441, 25, 72)","(0.486, 100, 18)","(0.481, 0, '-')"
hackernews,"(0.579, 0, 0)","(0.433, 100, 72)","(0.572, 25, 9)","(0.582, 25, 9)","(0.558, 100, 'γ=4')","(0.041, 25, 9)","(0.011, 25, 36)","(0.03, 0, 0)","(0.052, 0, 0)","(0.03, 0, '-')"
pile_cc,"(0.543, 0, 0)","(0.476, 25, 72)","(0.544, 25, 18)","(0.543, 0, 0)","(0.522, 0, '-')","(0.038, 100, 18)","(0.013, 100, 72)","(0.038, 25, 18)","(0.034, 100, 72)","(0.012, 0, '-')"
pubmed_central,"(0.81, 100, 9)","(0.241, 25, 72)","(0.788, 0, 0)","(0.812, 0, 0)","(0.811, 0, '-')","(0.209, 100, 9)","(0.002, 100, 72)","(0.193, 100, 9)","(0.278, 100, 9)","(0.237, 0, '-')"
