metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.755,0.759,0.757,0.873,0.86,0.866,0.863,0.856,0.858,0.854,0.83,0.835,0.865,0.857,0.859,0.863,0.853,0.855,0.867,0.844,0.844,0.832,0.503,0.559,0.84,0.531,0.533,0.837,0.529,0.514,0.823,0.747,0.78,0.815,0.725,0.765,0.815,0.719,0.735,0.782,0.755,0.744,0.844,0.831,0.833,0.836,0.822,0.824,0.828,0.798,0.79,0.496,0.509,0.457,0.783,0.614,0.595,0.809,0.601,0.61,0.811,0.604,0.622,0.796,0.844,0.84,0.841,0.836,0.832,0.833,0.828,0.815,0.813,0.64,0.623,0.656
TPR01,0.638,0.851,0.638,63.085,56.862,60.266,59.362,53.457,56.011,60.479,18.138,14.787,56.915,51.862,52.606,57.5,46.064,47.128,56.064,20.372,17.979,43.885,0.585,0.732,43.981,1.755,0.16,45.221,0.319,0.0,43.028,15.638,22.447,27.964,11.111,11.702,15.053,3.245,1.011,33.202,16.755,9.681,45.585,28.245,28.777,32.979,15.0,15.213,19.734,4.787,3.936,0.851,0.0,0.053,23.721,0.333,0.0,34.066,0.372,0.16,33.034,0.14,0.14,0.106,45.585,39.894,40.532,32.979,24.309,24.734,19.734,8.936,6.915,11.702,8.457,21.17
