metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.576,0.578,0.574,0.902,0.723,0.719,0.881,0.671,0.669,0.894,0.71,0.616,0.927,0.518,0.549,0.915,0.456,0.481,0.928,0.516,0.429,0.775,0.763,0.763,0.906,0.893,0.893,0.896,0.883,0.883,0.759,0.382,0.362,0.74,0.352,0.323,0.742,0.276,0.275,0.798,0.79,0.793,0.931,0.695,0.695,0.929,0.635,0.636,0.926,0.671,0.577,0.567,0.289,0.305,0.861,0.284,0.284,0.823,0.465,0.465,0.822,0.522,0.522,0.531,0.931,0.484,0.52,0.929,0.405,0.435,0.926,0.472,0.385,0.506,0.508,0.634
TPR01,0.317,0.317,0.317,19.206,20.317,17.619,8.889,10.0,12.381,21.27,5.556,4.762,26.825,5.079,4.603,9.524,0.952,0.952,23.175,0.159,0.0,19.906,7.225,7.225,14.14,5.521,5.521,25.763,25.763,25.763,11.159,2.54,2.381,12.163,1.27,1.746,11.746,2.54,0.0,6.164,3.016,10.159,58.73,10.159,12.54,40.952,3.651,3.651,45.079,2.698,1.746,3.016,0.0,0.0,11.695,0.0,0.0,19.549,1.394,1.394,8.887,4.762,4.762,2.698,58.73,1.111,1.111,40.952,0.0,0.0,45.079,0.0,0.0,1.111,0.635,3.81
