idx,membership,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000
0,1,1.2885832586235908,-0.00134407289472116,0.0028500465947152165,6.013388540243424,-0.006272340175365265,0.013300217442004048,3.627643480791407,-0.00487254201488474,0.01035370020488724,16.929002910359902,-0.022738529402797525,0.048317267622806526,1.3313420639565243,0.0031898685166582563,0.0023144057598825096,4.671375663005349,0.01119252111108171,0.008120721964500532,3.786121196227129,0.01209651168789927,0.008772768661396313,13.284635776235541,0.04244390065929515,0.030781644425951882,1.301101207334461,0.004949030480124295,0.008257305187255204,5.656961771019396,0.02151752382662675,0.03590132690110881,3.6733395496390533,0.01822452907232286,0.030457460936089475,15.971041520169797,0.07923708292314124,0.1324237432003894,0.44723618090452266,0.0027638190954772934,0.0027638190954772934,0.31155778894472363,0.003442211055276312,0.003442211055276312,0.17085427135678388,0.004145728643216162,0.004145728643216162,0.3911845730027548,-0.007942814760996564,-0.007020350128854491,0.3729281767955801,0.3919597989949749,0.0005402010050250539,-0.005936504485823502,0.36363636363636365,0.39799331103678925,-0.004659977703455942,-0.008426163423026822,0.37583892617449666,18.0,-9.0,-9.0,31.0,-19.0,-19.0,37.0,-21.0,-21.0,-5.60760949619542e-05,-6.336553015533706e-05,-3.9344636787263715e-05,0.10194363555397867,0.1081927068000832,0.10943142748351509
0,0,2.4635920043003527,-0.08137934391941082,-0.08105494068493968,7.502757467641984,-0.2478370928454785,-0.2468491375404982,11.746930874495606,-0.9180939608804781,-0.9145804812988843,35.77474402687298,-2.7960134263178205,-2.785313283955695,2.6704167990229237,-0.15961709797042278,-0.23669983258972493,6.3581352357688665,-0.38004070945338775,-0.5635710299755354,14.445989012293783,-2.1312147505786303,-3.0448077853274285,34.395211934032815,-5.074320834711024,-7.249542346017684,2.5761073991207772,-0.086207356822535,-0.14836592818450178,7.290869997511634,-0.24398308534679725,-0.4199035703334957,13.145866822221492,-1.085796258964674,-1.8126101587622863,37.20528345911743,-3.0730082800887004,-5.13002875121402,0.5025125628140703,0.0024874371859296973,0.0024874371859296973,0.4321608040201005,0.002839195979899567,0.002839195979899567,0.4170854271356784,0.0029145728643216184,0.0029145728643216184,0.40648379052369077,-0.00797818653863469,-0.009611845264648755,0.37,0.42713567839195976,-0.018614375133814365,-0.024798449677435608,0.35858585858585856,0.4147157190635451,-0.009039592185414835,-0.01872016845175417,0.3691275167785235,24.0,0.0,0.0,36.0,1.0,1.0,42.0,0.0,0.0,-0.000813861741329933,-0.0007919907681141222,-0.00028840157764980573,0.06332720286829385,0.06806763117143344,0.06587599898965646
5,1,1.5691692216528788,-0.003908651461401513,-0.047308671543403236,5.344057443553671,-0.013311539410999274,-0.16111726818083572,4.802656592830959,-0.01873527203354719,-0.2219166249770419,16.356217264263925,-0.06380597362368334,-0.7557726567614349,1.489448953513524,0.0051813954975266086,-0.004547631166230026,4.080682064420614,0.014195604102812176,-0.012459263469123627,4.434651146651011,0.02303731265846576,-0.02012137080197629,12.14972916890688,0.06311592509168662,-0.05512704329308704,1.454868939409288,-0.002921836050619575,-0.007732512747772091,4.744137845899853,-0.009527726252020585,-0.025214715481865824,4.283921975463637,-0.012498649272060014,-0.032997739150526506,13.96931078955534,-0.04075646501758712,-0.10760132331693484,0.39698492462311563,0.0030150753768843908,0.0030150753768843908,0.2864321608040201,0.003567839195979916,0.003567839195979916,0.2211055276381909,0.003894472361809065,0.003894472361809065,0.35,-0.0004854368932039055,-4.887585532742378e-05,0.3259052924791086,0.33668341708542715,-0.005856349416254236,-0.007801947970235146,0.2828282828282829,0.34782608695652173,0.001088771140306366,0.0014508874594960641,0.3087248322147651,13.0,-2.0,-2.0,21.0,-7.0,-7.0,27.0,-8.0,-8.0,-0.00011179912864137527,0.00014313066597134797,-0.00014963703425269401,0.12266769599944904,0.11820157477307092,0.12042786401049987
5,0,2.501756948114622,-0.164046083944986,-0.2060332699182248,7.0853955523526,-0.4646060419420932,-0.5835207994187481,12.203916784383177,-1.8464171033919339,-2.272296074753349,34.56354054318312,-5.229363124991142,-6.435523848077668,2.6378259023829322,-0.24657769025935794,-0.38945273484026943,6.513150376254154,-0.6088338031095262,-0.9616116909636281,13.982770629282816,-3.0556458254575194,-4.510457201290878,34.525359578476085,-7.544804507302512,-11.136931361212042,2.5150866767634517,-0.18347001796520823,-0.2824023330085379,6.85932730026396,-0.5003727762687502,-0.7701881809323767,12.367680723191688,-2.073109827159877,-3.0428170702464215,33.73003833597733,-5.653935892254211,-8.29859200976297,0.4974874371859297,0.002512562814070307,0.002512562814070307,0.44221105527638194,0.0027889447236180143,0.0027889447236180143,0.40703517587939697,0.00296482412060306,0.00296482412060306,0.39603960396039606,-0.009142199757676606,-0.01089786397994641,0.36972704714640203,0.42211055276381915,-0.01358924950567375,-0.02311222221290099,0.3737373737373737,0.4013377926421404,-0.00901725841843426,-0.012016324344031437,0.3657718120805369,22.0,-2.0,-2.0,31.0,-1.0,-1.0,38.0,-1.0,-1.0,-0.0007780769392094469,-0.00045682933399401714,-0.00019853467537350248,0.09169010435421399,0.10265425703237874,0.09434435023420118
7,1,1.9225038465857507,-0.11528932978313167,-0.16425405859510223,5.586406104933957,-0.33500740031185394,-0.4772889673669276,6.8380585018610205,-0.7446079350500812,-1.0357852079297727,19.87001057424833,-2.163679579384656,-3.009781654926371,2.1025281737198185,-0.17861554185050244,-0.24418840662873076,5.256320434299546,-0.4465388546262563,-0.610471016571827,8.186841528439675,-1.3391428815402238,-1.7737608079857328,20.467103821099187,-3.347857203850559,-4.434402019964331,1.9544197213290926,-0.09988445159184889,-0.14928126184826507,5.188724923882547,-0.26517995997835975,-0.39632193411043826,7.059821171221921,-0.6710926460943885,-0.9790078347290336,18.742888065190943,-1.7816618922859888,-2.5991358444133645,0.46733668341708545,0.002663316582914521,0.002663316582914521,0.371859296482412,0.003140703517587995,0.003140703517587995,0.29648241206030146,0.0035175879396985854,0.0035175879396985854,0.355,-0.010860349127182034,-0.01580156402737043,0.31328320802005016,0.35678391959798994,-0.001783919597989958,-0.009030175837590582,0.297979797979798,0.35785953177257523,-0.0061928651059085515,-0.013797378609423205,0.30536912751677847,15.0,-1.0,-1.0,26.0,-2.0,-2.0,31.0,1.0,1.0,-0.00035158838281271215,-0.0004115751548703085,-9.994038577493651e-05,0.045199509371822266,0.04942387219929589,0.047456439915263715
7,0,2.2673515698209923,-0.11695200234944769,-0.15782135629623983,6.870245734119247,-0.3543733605024615,-0.47821057584499727,9.653799513435102,-1.065510200698398,-1.4094322309603804,29.251738375295833,-3.22857602166507,-4.270685632158145,2.417727468600824,-0.17457138090427193,-0.3005266016889725,5.896896264880059,-0.4257838558640783,-0.7329917114365188,11.220331763545245,-1.7973074665728959,-2.912481631053037,27.366662837915232,-4.383676747738772,-7.103613734275701,2.2534020529144185,-0.19024138887258157,-0.2994635107717263,6.5633069502361705,-0.5541011326385874,-0.8722238177817268,9.520068583385138,-1.6492610672690455,-2.4636436340093564,27.728355097238268,-4.803673011463243,-7.175661069930165,0.457286432160804,0.0027135678391959628,0.0027135678391959628,0.42211055276381915,0.0028894472361808976,0.0028894472361808976,0.39698492462311563,0.0030150753768843908,0.0030150753768843908,0.3955223880597015,-0.0059442242879893525,-0.005493062546505056,0.36408977556109723,0.4170854271356784,-0.009585427135678448,-0.014423197518373954,0.35858585858585856,0.3913043478260869,-0.006304347826086909,-0.009506345606331124,0.3489932885906041,20.0,0.0,0.0,30.0,0.0,0.0,35.0,1.0,1.0,-0.0005181346175929569,-0.0005702565474991943,-0.00015423725484345783,0.15616522885722173,0.16996590097820174,0.16256086913807088
2,1,1.289451862597952,-0.017462724874608204,-0.013133367023716813,8.222348890072656,-0.11135321965496914,-0.0837465351772071,3.6307958352119805,-0.06285319746696016,-0.047372811110107715,23.152217598559513,-0.4007911682633427,-0.3020785747410777,1.166527736127077,-0.011374686002431744,-0.022390012058360664,4.574618573047361,-0.044606611774242744,-0.08780396885631703,3.2108244305942786,-0.03631519121039961,-0.07109155740463668,12.591468355271681,-0.14241251455058723,-0.278790421194655,1.2634578197696138,-0.014589766810171767,-0.026203348091297984,6.113505579530389,-0.07059564585566935,-0.12679039399015135,3.5376328596757887,-0.05123855034327818,-0.09149386738167609,17.117578353269945,-0.24792846940295732,-0.4427122615242389,0.31155778894472363,0.003442211055276312,0.003442211055276312,0.20100502512562812,0.003994974874371837,0.003994974874371837,0.10552763819095479,0.0044723618090452,0.0044723618090452,0.3204081632653061,0.0013840974271582818,0.001194964789434927,0.31492842535787324,0.29648241206030146,-0.001482412060301419,-0.0019732606459920143,0.25757575757575757,0.3076923076923077,0.008974358974358942,0.008622897635106264,0.2953020134228188,15.0,-3.0,-3.0,21.0,-2.0,-2.0,24.0,-2.0,-2.0,0.00017645290634177183,4.075622367821331e-05,0.00011428069915580595,0.19190517970862597,0.19819627589116262,0.20101448367738683
2,0,2.2970060215439907,-0.12674016973121827,-0.1317102742923031,7.55732515485084,-0.41698483323782476,-0.43333685664108845,9.944364626669918,-1.1837518707072103,-1.2271850090970524,32.71771873354759,-3.8946340173649396,-4.037532358174268,2.503094884618443,-0.14168387958396034,-0.2160110084655762,6.1051094746791295,-0.34557043800965914,-0.5268561182087224,12.220255777969241,-1.6143498918065848,-2.3740726917002366,29.805501897485954,-3.9374387605038628,-5.79042119926887,2.392238449890877,-0.06174473921696677,-0.13566830680650455,6.645106805252436,-0.17151316449157417,-0.37685640779584517,10.937950614672832,-0.6549334993572238,-1.3876737696091226,30.38319615186898,-1.8192597204367331,-3.8546493600253413,0.5175879396984925,0.002412060301507535,0.002412060301507535,0.4623115577889447,0.002688442211055242,0.002688442211055242,0.37688442211055273,0.003115577889447274,0.003115577889447274,0.41162790697674423,-0.014415363422737304,-0.013778444611152851,0.365967365967366,0.42211055276381915,-0.008576718177352949,-0.019773324049294994,0.3434343434343434,0.4147157190635451,-0.014047939430823941,-0.0231695566608755,0.3557046979865772,23.0,-4.0,-4.0,37.0,-10.0,-10.0,43.0,-9.0,-9.0,-0.0005913650918337836,-0.00044485746492070865,-0.0002374557495132923,0.10281286781227994,0.11196638389448754,0.10898231157817939
8,1,1.4203727074012071,-0.06266629051846562,-0.10586775141320093,5.732829602161498,-0.2529302087191079,-0.42729755088460575,4.138662663040231,-0.25139536424574205,-0.4157551371260304,16.704240868897315,-1.0146680364135356,-1.6780478426171097,1.48244685264089,-0.07424095027358257,-0.1328584972835496,4.706180484574254,-0.2356855564240723,-0.42177300724936373,4.40370773286757,-0.315094284628314,-0.5478697639466974,13.980024548785936,-1.000299316280362,-1.7392690918942773,1.4038149277900773,-0.0445292688836596,-0.09928178313411773,5.541374714960831,-0.17577342980391997,-0.3919017755294121,4.070699808482515,-0.1772887238269858,-0.38473193032745323,16.068551875588874,-0.6998239098433654,-1.5186786723452101,0.35678391959798994,0.0032160804020100464,0.0032160804020100464,0.31658291457286436,0.003417085427135591,0.003417085427135591,0.2211055276381909,0.003894472361809065,0.003894472361809065,0.3083832335329342,-0.003450498106925215,0.02129804136746427,0.2792792792792793,0.321608040201005,-0.013337363509275613,-0.019437756394661054,0.2727272727272727,0.3076923076923077,-0.007191472967766788,0.01266364336442194,0.2751677852348994,14.0,-3.0,-3.0,21.0,-7.0,-7.0,26.0,-7.0,-7.0,-0.0006825598077233179,-0.00015048051241357434,-0.00022671435133383538,0.1510948316144578,0.15013668597687335,0.15060756425203525
8,0,1.980458919172245,-0.03642493644209721,-0.025625354302076353,6.345836677629377,-0.11671370479686072,-0.08210940991158289,7.246067581578715,-0.2591884335557717,-0.1833241443251774,23.218033448016303,-0.8304981497737742,-0.5874118709010965,2.0451409451326534,-0.12629804596072391,-0.1997976984497969,4.928050470199165,-0.3043326408692142,-0.4814402372284263,7.73024800196083,-0.9171775048934467,-1.3999757394713308,18.627103619182723,-2.210066276851677,-3.373435516798386,1.9857679438032834,-0.02989416605234796,-0.07445198340186088,5.415730755827137,-0.0815295437791308,-0.20305086382325666,7.284639431700689,-0.21454541532943328,-0.522657985820679,19.86719845009279,-0.5851238599893627,-1.4254308704200334,0.40201005025125625,0.002989949748743781,0.002989949748743781,0.33668341708542715,0.0033165829145728187,0.0033165829145728187,0.2864321608040201,0.003567839195979916,0.003567839195979916,0.3303964757709251,-0.005864022525600587,-0.010748381929282846,0.3134657836644592,0.3316582914572864,-0.008350020780594658,-0.016132414996518518,0.297979797979798,0.3311036789297659,-0.00556110797817988,-0.008523033768475519,0.30536912751677847,21.0,-3.0,-3.0,30.0,-2.0,-2.0,35.0,-3.0,-3.0,-0.0001977704930203293,-0.0002221859089467662,9.886360977984437e-06,0.18955304011333673,0.18519433855463685,0.1856672866327047
