metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.601,0.606,0.595,0.929,0.77,0.778,0.909,0.794,0.804,0.912,0.757,0.68,0.954,0.69,0.741,0.95,0.702,0.758,0.952,0.68,0.581,0.866,0.775,0.808,0.943,0.895,0.88,0.938,0.901,0.855,0.84,0.354,0.377,0.845,0.356,0.377,0.833,0.354,0.312,0.871,0.873,0.87,0.952,0.761,0.774,0.956,0.771,0.789,0.95,0.737,0.66,0.547,0.313,0.338,0.821,0.431,0.431,0.782,0.525,0.526,0.815,0.555,0.553,0.465,0.952,0.678,0.734,0.956,0.673,0.738,0.95,0.658,0.557,0.474,0.506,0.67
TPR01,0.0,0.0,0.0,61.905,9.206,13.968,56.984,14.921,15.873,69.683,8.095,13.175,73.333,1.587,3.016,73.175,1.111,2.54,78.889,0.0,0.0,26.103,5.121,6.097,66.142,6.508,5.397,71.054,72.141,1.429,13.029,0.0,0.0,5.956,0.159,0.952,7.619,2.54,0.952,20.137,9.713,13.81,74.127,7.937,11.905,73.492,6.984,8.254,73.016,14.444,4.127,3.175,0.0,0.0,6.344,0.0,0.0,12.465,0.517,0.517,16.823,0.0,0.0,2.381,74.127,0.952,1.587,73.492,0.635,1.746,73.016,0.0,0.0,0.0,2.54,1.587
