metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.523,0.539,0.524,0.562,0.561,0.562,0.572,0.572,0.572,0.57,0.57,0.571,0.557,0.556,0.556,0.556,0.554,0.555,0.554,0.553,0.553,0.548,0.527,0.534,0.551,0.533,0.538,0.548,0.521,0.527,0.533,0.493,0.505,0.529,0.488,0.498,0.527,0.489,0.499,0.52,0.513,0.511,0.552,0.55,0.551,0.546,0.546,0.546,0.544,0.545,0.544,0.521,0.494,0.509,0.513,0.508,0.507,0.52,0.503,0.505,0.527,0.499,0.5,0.535,0.552,0.552,0.552,0.546,0.546,0.546,0.544,0.544,0.544,0.516,0.516,0.506
TPR01,3.3,3.586,2.986,5.729,5.786,5.686,5.971,6.271,6.057,5.714,5.957,6.014,5.786,6.3,6.214,5.443,5.529,5.571,5.086,5.414,5.486,3.043,2.143,2.329,4.039,0.757,2.479,4.736,0.651,1.643,3.671,1.286,2.943,2.986,0.571,1.614,3.171,0.729,1.871,2.902,1.914,1.757,4.9,5.214,5.143,3.857,4.343,4.1,3.843,4.3,3.486,1.143,2.086,2.143,1.358,0.223,0.235,1.519,0.374,0.374,2.16,1.015,1.015,3.686,4.9,4.814,4.843,3.857,3.971,3.957,3.843,3.986,3.971,2.043,1.043,2.186
