metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.712,0.712,0.712,0.836,0.843,0.841,0.824,0.832,0.83,0.824,0.835,0.818,0.84,0.84,0.84,0.826,0.825,0.825,0.828,0.826,0.821,0.802,0.68,0.678,0.813,0.745,0.746,0.822,0.724,0.725,0.74,0.556,0.625,0.73,0.54,0.619,0.719,0.522,0.605,0.592,0.551,0.545,0.831,0.836,0.835,0.811,0.817,0.816,0.807,0.818,0.794,0.509,0.573,0.555,0.639,0.556,0.556,0.689,0.581,0.581,0.711,0.593,0.593,0.64,0.831,0.833,0.832,0.811,0.813,0.812,0.807,0.81,0.804,0.613,0.639,0.61
TPR01,3.256,4.331,3.11,30.581,31.017,31.221,33.605,32.5,32.5,31.831,31.715,28.924,26.541,26.453,25.61,31.047,30.523,31.25,28.372,28.43,27.616,8.133,5.468,5.235,13.323,5.319,5.319,23.574,4.741,4.741,4.784,1.379,2.558,8.265,1.308,1.802,10.494,1.017,1.512,3.331,1.566,1.657,18.924,21.395,20.465,22.733,26.715,25.785,19.273,25.203,9.622,1.541,0.669,2.173,3.769,0.544,0.544,4.352,2.011,2.011,6.973,3.386,3.386,0.872,18.924,19.767,19.709,22.733,23.634,23.547,19.273,19.971,16.337,5.087,8.605,3.343
