metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.741,0.742,0.743,0.821,0.828,0.826,0.808,0.819,0.817,0.811,0.826,0.805,0.826,0.827,0.826,0.814,0.815,0.814,0.818,0.818,0.811,0.784,0.778,0.778,0.802,0.799,0.799,0.817,0.811,0.811,0.707,0.513,0.585,0.709,0.501,0.586,0.707,0.492,0.591,0.575,0.542,0.539,0.82,0.825,0.823,0.803,0.811,0.809,0.799,0.812,0.787,0.548,0.585,0.553,0.655,0.474,0.474,0.698,0.519,0.519,0.717,0.547,0.547,0.641,0.82,0.822,0.821,0.803,0.805,0.804,0.799,0.803,0.796,0.615,0.629,0.612
TPR01,7.035,9.797,6.686,23.023,22.442,21.831,26.366,26.977,28.169,31.017,31.57,18.983,22.238,21.57,20.785,25.407,25.262,25.349,30.407,28.866,23.488,7.927,8.072,8.072,11.389,11.273,11.273,23.631,21.252,21.252,3.936,0.669,2.09,6.802,0.523,2.5,11.89,0.61,3.459,1.285,2.535,2.762,17.006,20.378,16.948,18.983,23.401,21.86,18.372,25.669,8.808,2.878,0.552,0.707,0.494,0.309,0.309,2.705,0.327,0.327,2.369,0.547,0.547,0.843,17.006,18.343,17.442,18.983,20.814,20.523,18.372,21.105,14.564,4.07,7.151,2.936
