metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,elbow_idx,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.57,0.574,0.572,0.596,0.596,0.597,0.596,0.596,0.597,0.58,0.576,0.597,0.609,0.609,0.609,0.611,0.612,0.612,0.602,0.602,0.605,0.602,0.588,0.587,0.595,0.583,0.581,0.6,0.59,0.59,0.571,0.518,0.535,0.563,0.506,0.522,0.555,0.499,0.543,0.549,0.54,0.52,0.609,0.607,0.608,0.611,0.609,0.61,0.602,0.599,0.607,0.507,0.493,0.476,0.538,0.523,0.523,0.544,0.526,0.526,0.562,0.525,0.526,0.609,0.609,0.609,0.611,0.611,0.611,0.602,0.602,0.603,0.521,0.516,0.544
TPR01,3.024,3.687,2.826,6.137,5.519,5.673,3.267,3.62,3.024,3.4,3.377,3.333,5.475,5.607,5.673,3.841,3.885,3.929,2.605,2.693,1.545,5.181,4.696,4.616,5.389,3.619,2.561,6.796,5.011,3.328,3.939,1.015,1.015,3.826,1.126,1.656,2.287,1.17,2.097,4.601,2.354,2.141,7.572,8.499,8.675,4.128,4.923,4.989,1.678,1.832,2.208,0.927,1.382,0.901,1.272,0.621,0.621,1.09,2.16,2.16,2.375,2.215,2.215,7.572,8.146,7.792,4.128,4.393,4.327,1.678,1.7,1.722,1.413,2.23,2.804
