metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.606,0.606,0.591,0.825,0.828,0.83,0.811,0.816,0.818,0.817,0.821,0.812,0.826,0.825,0.825,0.808,0.807,0.807,0.812,0.809,0.808,0.771,0.76,0.76,0.794,0.789,0.789,0.807,0.804,0.804,0.711,0.613,0.691,0.698,0.581,0.652,0.7,0.594,0.657,0.554,0.515,0.516,0.813,0.813,0.814,0.791,0.791,0.792,0.791,0.788,0.781,0.431,0.549,0.551,0.651,0.511,0.511,0.687,0.513,0.513,0.7,0.538,0.538,0.569,0.813,0.815,0.814,0.791,0.791,0.791,0.791,0.791,0.789,0.608,0.606,0.638
TPR01,3.779,3.198,3.372,32.994,31.337,32.645,32.035,29.302,30.174,28.43,29.128,24.971,23.14,22.878,22.587,25.174,22.965,22.994,21.919,21.279,20.407,5.46,2.962,2.962,10.907,3.733,3.733,15.26,14.036,14.036,5.277,3.14,10.316,7.117,2.006,6.163,9.622,1.977,4.302,1.78,1.363,1.134,17.413,15.93,14.709,16.308,15.116,14.593,15.61,11.483,7.355,0.407,0.872,1.337,2.436,0.233,0.233,4.459,0.827,0.827,4.23,0.532,0.532,0.959,17.413,17.616,17.5,16.308,15.203,15.727,15.61,14.884,13.43,3.634,2.82,3.081
