idx,membership,set_split,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_T,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbpm_200,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbpm_300,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,slope_600,slope_800,slope_1000,apen_600,apen_800,apen_1000,nei_delta
450,1,test,2.100750115463807,0.918835606312109,1.294999738234099,3.7284836486377504,1.6307810761036108,2.2984101314353547,8.172297780916216,4.911687080821485,5.933922286112351,14.504475531692355,8.717431375232835,10.531729620384834,2.3277506272063406,1.0687658882675188,1.4575032135287898,3.815984634764493,1.7520752266680635,2.3893495303750654,10.25484859303659,6.733004512523346,7.867347112058415,16.811227201699328,11.037712315612044,12.897290347636746,2.100750115463807,0.918835606312109,1.294999738234099,3.7284836486377504,1.6307810761036108,2.2984101314353547,8.172297780916216,4.911687080821485,5.933922286112351,14.504475531692355,8.717431375232835,10.531729620384834,0.542713567839196,-0.0022864321608039306,-0.0022864321608039306,0.3919597989949749,-0.0030402010050251116,-0.0030402010050251116,0.27638190954773867,-0.0036180904522613577,-0.0036180904522613577,0.3595505617977528,0.10908327207812663,0.15780709978031815,0.31954887218045114,0.35678391959798994,0.09613229052530825,0.14977223345441737,0.33333333333333337,0.3595505617977528,0.10908327207812663,0.15780709978031815,0.31954887218045114,21.0,-7.0,-7.0,30.0,-9.0,-9.0,38.0,-9.0,-9.0,0.00043254630900895646,0.0006557895823447662,0.00017238757881394537,-0.021596904583465637,-0.022703387876744863,-0.02064886901575047,-1.1826095581054688
84,1,test,2.374117312541602,1.1045390155059638,1.5103027046499276,4.103412638960793,1.9090797798868508,2.6103997364319733,10.74152758859678,7.18217633174772,8.369335148125154,18.565603239549986,12.413638104255316,14.4655175399694,2.5582585669472615,1.182412764566701,1.626468016553404,3.9662923518562194,1.8331980845995366,2.5216558396176803,12.91331005883392,8.954886707512173,10.37425864947599,20.020635750130108,13.883545282964608,16.08412193717208,2.374117312541602,1.1045390155059638,1.5103027046499276,4.103412638960793,1.9090797798868508,2.6103997364319733,10.74152758859678,7.18217633174772,8.369335148125154,18.565603239549986,12.413638104255316,14.4655175399694,0.6331658291457287,-0.0018341708542712887,-0.0018341708542712887,0.48743718592964824,-0.002562814070351749,-0.002562814070351749,0.35678391959798994,-0.0032160804020100464,-0.0032160804020100464,0.38351254480286734,0.09728714229839508,0.170163319534691,0.3597122302158273,0.40703517587939697,0.10878956184430921,0.1816595498359913,0.398989898989899,0.38351254480286734,0.09728714229839508,0.170163319534691,0.3597122302158273,16.0,-5.0,-5.0,26.0,-5.0,-5.0,37.0,-14.0,-14.0,0.0003850597751443089,0.00024035219883696322,4.0200082680907064e-05,-0.004921213126914736,-0.005063376836893063,-0.004784269751719528,-0.7257084846496582
204,1,test,1.9656940432496655,0.9306864988460715,1.2012016879277676,3.2360989270966107,1.532178209890694,1.9775241761954951,7.13986624690576,4.324738772903979,4.991962520953678,11.754277620451841,7.119766451462009,8.218209041046013,1.9028010065130228,0.8745810594208723,1.2124567270383704,2.861354897012064,1.3151594878509356,1.8232431985539406,6.704647928214514,3.908563703819226,4.710245881465567,10.082177335660923,5.877539404239438,7.083076513482055,1.7962123140941881,0.8329285414699286,1.1506381007066788,2.9607895287266834,1.3729591342910907,1.8966562099560635,6.026776641067617,3.406489853662481,4.119694854244926,9.934247210551016,5.615093165377715,6.790705803700428,0.4723618090452262,-0.0026381909547738003,-0.0026381909547738003,0.3316582914572864,-0.0033417085427135396,-0.0033417085427135396,0.2361809045226131,-0.0038190954773869024,-0.0038190954773869024,0.36968085106382975,0.10673264389251502,0.1468069507705746,0.376,0.33668341708542715,0.08355058500522661,0.13634952726906657,0.3434343434343434,0.3411371237458194,0.08571141422995965,0.13980230728308307,0.33221476510067116,20.0,-1.0,-1.0,29.0,-1.0,-1.0,38.0,-2.0,-2.0,-0.0006450390154976378,-0.0002443213322981,-0.00012374612996558733,-0.04165875193745272,-0.04365391073370528,-0.041571095192215246,-1.209555983543396
390,1,test,1.347380610314002,0.5962537469130877,0.7248245701923042,2.6629833760451267,1.1784449054555837,1.4325542212762992,3.847334651789058,1.72794772072724,1.9836490376017513,7.603930278771771,3.4151419574750648,3.9205138997883675,1.5749726303122167,0.6706528077806597,0.9427320264570149,2.4045383668888802,1.0238974164590224,1.439285536575595,4.830609404029766,2.360358261690496,2.9487871266514407,7.374976189358421,3.6036003995274744,4.501965078857161,1.3090469267934541,0.543371995297304,0.7840876028325683,2.365747458060459,0.9819975818625974,1.4170257882516293,3.7026431400603954,1.552197851838117,2.0122530514530945,6.6915237470971,2.8051768406712956,3.636601900216436,0.42211055276381915,-0.0028894472361808976,-0.0028894472361808976,0.29145728643216084,-0.0035427135678391952,-0.0035427135678391952,0.18090452261306533,-0.0040954773869347205,-0.0040954773869347205,0.3157894736842105,0.09476199459221524,0.12321860369398563,0.28776978417266186,0.3266331658291457,0.09605672472638882,0.1463326649944212,0.2828282828282829,0.3076923076923077,0.09567227430332603,0.14528963805938222,0.2516778523489933,15.0,-6.0,-6.0,24.0,-13.0,-13.0,30.0,-17.0,-17.0,-1.8062097596474482e-05,0.0003639354713570339,-1.1112013015498985e-05,-0.1376784312261643,-0.14205209476153247,-0.13527006301211042,-1.2468411922454834
128,1,test,2.532075776502049,1.1725089096698147,1.602642371058372,4.409601352275677,2.041920278064439,2.7909962380336273,12.579591474023744,8.685085377356934,10.046517928759732,21.90731576428625,15.125046643560378,17.495976801105385,3.054108592041595,1.4312113157109505,1.9525245207085293,4.84779141593904,2.2717639931919846,3.0992452709659193,21.202277222005353,16.134525477622724,18.19334861363978,33.654408288897386,25.61035790098845,28.878331132761556,2.532075776502049,1.1725089096698147,1.602642371058372,4.409601352275677,2.041920278064439,2.7909962380336273,12.579591474023744,8.685085377356934,10.046517928759732,21.90731576428625,15.125046643560378,17.495976801105385,0.7035175879396984,-0.001482412060301641,-0.001482412060301641,0.5376884422110553,-0.0023115577889447625,-0.0023115577889447625,0.37688442211055273,-0.003115577889447274,-0.003115577889447274,0.3764705882352941,0.09858409117071487,0.15743538614924457,0.35433070866141736,0.37688442211055273,0.07112001108298383,0.14483099973993507,0.4191919191919192,0.3764705882352941,0.09858409117071487,0.15743538614924457,0.35433070866141736,16.0,0.0,0.0,25.0,0.0,0.0,32.0,0.0,0.0,0.0007972395784725081,0.0008287652400568759,0.0003272685404979313,-0.016213499757371075,-0.018279866377628906,-0.01922844803724999,-0.9384365081787109
177,1,test,2.397145563151579,1.1148963096795186,1.5228362949100187,3.5566344496759834,1.654166807296242,2.2594255897306255,10.991756284467945,7.387017699729062,8.594537397718534,16.308421009020375,10.96008604361975,12.751677769441088,2.5637869020957904,1.1926380652399025,1.640584312517468,3.6625527172797008,1.7037686646284322,2.3436918750249545,12.984896860308927,9.045022490934539,10.467557361003639,18.549852657584182,12.921460701335057,14.953653372862341,2.397145563151579,1.1148963096795186,1.5228362949100187,3.5566344496759834,1.654166807296242,2.2594255897306255,10.991756284467945,7.387017699729062,8.594537397718534,16.308421009020375,10.96008604361975,12.751677769441088,0.6884422110552764,-0.0015577889447235815,-0.0015577889447235815,0.5025125628140703,-0.0024874371859296973,-0.0024874371859296973,0.3517587939698492,-0.0032412060301507672,-0.0032412060301507672,0.4007352941176471,0.11082703723691312,0.17457392492449308,0.3763837638376384,0.40703517587939697,0.088739436531026,0.15995671177255222,0.398989898989899,0.4007352941176471,0.11082703723691312,0.17457392492449308,0.3763837638376384,20.0,-8.0,-8.0,31.0,-12.0,-12.0,42.0,-18.0,-18.0,0.0001645942521644552,0.00022671501018476303,2.4639172111078796e-05,-0.004872703673891365,-0.004035222125838622,-0.004759737852936929,-0.6027235984802246
154,1,test,2.5200791381872327,1.1599386854466294,1.5956190688830847,4.469574320558489,2.057249743999683,2.8299658957549054,12.429580279107608,8.532839707853388,9.909073285306253,22.044915966719156,15.133715708268275,17.574582807901656,2.7416566794799517,1.2452470622731202,1.7154601350942407,4.386650687167923,1.9923952996369927,2.7447362161507853,15.512663331184722,11.047036388321542,12.722230991229063,24.820261329895555,17.675258221314465,20.3555695859665,2.5200791381872327,1.1599386854466294,1.5956190688830847,4.469574320558489,2.057249743999683,2.8299658957549054,12.429580279107608,8.532839707853388,9.909073285306253,22.044915966719156,15.133715708268275,17.574582807901656,0.6281407035175879,-0.0018592964824121205,-0.0018592964824121205,0.457286432160804,-0.0027135678391959628,-0.0027135678391959628,0.3467336683417085,-0.003266331658291488,-0.003266331658291488,0.3629893238434164,0.09300708583275918,0.1405041167428247,0.3464285714285714,0.371859296482412,0.09115754209644711,0.14982256860261234,0.3484848484848485,0.3629893238434164,0.09300708583275918,0.1405041167428247,0.3464285714285714,20.0,-9.0,-9.0,29.0,-9.0,-9.0,36.0,-8.0,-8.0,0.0008853123555074408,0.0009806465398514532,-3.2222109076427514e-05,-0.02424439809439427,-0.02676058765179512,-0.021500899624980363,-0.9240767955780029
293,1,test,2.358163908910328,1.080966399451037,1.4949710554841298,3.6492853251010504,1.67280773127717,2.31348461979897,10.571523342188927,6.984949054693606,8.200805364535713,16.359551959405486,10.809287677399155,12.690839070910467,2.6119439802929385,1.1819973827110433,1.6446794572049035,4.049525550841765,1.8325540817225479,2.549890631325432,13.625512851158701,9.447036805918497,10.994774567311246,21.124826125827443,14.646568691346506,17.046162119862398,2.4311701738311893,1.1103646103187352,1.5396378439286336,3.7595415059245196,1.7170586757506214,2.3808832638071653,11.372181726494576,7.6257435706202035,8.933317792877878,17.585848030661715,11.792386964876602,13.814408958058575,0.5829145728643217,-0.002085427135678275,-0.002085427135678275,0.4623115577889447,-0.002688442211055242,-0.002688442211055242,0.35678391959798994,-0.0032160804020100464,-0.0032160804020100464,0.3841642228739003,0.10451561379630148,0.17399804496578686,0.35,0.38190954773869346,0.10622032468104936,0.17656731067692388,0.35858585858585856,0.38795986622073575,0.11083131864143692,0.17883862039203724,0.36241610738255037,19.0,0.0,0.0,27.0,1.0,1.0,37.0,0.0,0.0,0.0008863991405603812,7.752530566684233e-05,0.0005067406372080286,-0.016797916133772794,-0.01462522733966587,-0.01728642618211662,-1.491079568862915
297,1,test,1.9416269609297583,0.9007866289669479,1.1492853227959643,3.395630712493596,1.5753483054536124,2.009937345346367,6.970081801496577,4.1384863064414175,4.761519772519262,12.18968643823374,7.237626736835904,8.327224077054234,2.5900101616233626,1.1759507307258161,1.6344198635854692,3.5972363355880037,1.6332649037858558,2.2700275883131518,13.329907056002524,9.217290609714048,10.729702030091985,18.513759800003506,12.801792513491733,14.902363930683315,2.0611269058287984,0.924549648770643,1.2812680165659742,3.237372103396018,1.4521722231999628,2.0124628532449855,7.854816463166394,4.738731927900998,5.6736520051097274,12.337408057329414,7.443034441729316,8.911495295983865,0.592964824120603,-0.0020351758793969443,-0.0020351758793969443,0.4522613065326633,-0.0027386934673366836,-0.0027386934673366836,0.3316582914572864,-0.0033417085427135396,-0.0033417085427135396,0.356020942408377,0.12072682476131813,0.16540510663125085,0.30183727034120733,0.38190954773869346,0.09619526202440776,0.16988951434971178,0.36868686868686873,0.35451505016722407,0.11077548422398531,0.16764074538413176,0.30201342281879195,11.0,1.0,1.0,20.0,0.0,0.0,25.0,0.0,0.0,0.00026369750132277677,0.0008261073365918891,0.00021623766100759226,-0.03962949891017331,-0.05713424976378967,-0.05189237463622831,-1.296589732170105
365,1,test,2.4040787751435833,1.0616183644067625,1.4926102706050712,4.045186442008065,1.786315930528744,2.5115178804791913,11.068229256281137,7.239777766262618,8.580255803941492,18.623786952185625,12.18190151089698,14.437436412620114,2.420234434948368,1.0653335543494693,1.4850139536049687,3.967597434341587,1.7464484497532284,2.43444910427044,11.248496046388619,7.372119332936381,8.700720913687373,18.440157453096095,12.085441529403901,14.263476907684218,2.4040787751435833,1.0616183644067625,1.4926102706050712,4.045186442008065,1.786315930528744,2.5115178804791913,11.068229256281137,7.239777766262618,8.580255803941492,18.623786952185625,12.18190151089698,14.437436412620114,0.592964824120603,-0.0020351758793969443,-0.0020351758793969443,0.5025125628140703,-0.0024874371859296973,-0.0024874371859296973,0.31658291457286436,-0.003417085427135591,-0.003417085427135591,0.3928571428571429,0.10052202699261525,0.17908042076688158,0.4121863799283154,0.3869346733668342,0.08618279366758608,0.1665673945688375,0.40909090909090906,0.3928571428571429,0.10052202699261525,0.17908042076688158,0.4121863799283154,20.0,-10.0,-10.0,29.0,-15.0,-15.0,35.0,-14.0,-14.0,4.458670696346894e-05,0.0004683736189697104,-0.00012034537297610017,-0.007820146169692066,-0.008316499317192694,-0.006759272550314499,-0.8350174427032471
