domain,auc_edgington,auc_fisher,auc_pearson,auc_george,auc_log,tpr01_edgington,tpr01_fisher,tpr01_pearson,tpr01_george,tpr01_log
arxiv,"(0.755, 0, 0)","(0.28, 25, 72)","(0.731, 0, 0)","(0.758, 0, 0)","(0.767, 0, 0)","(0.15, 0, 0)","(0.0, 100, 72)","(0.11, 0, 0)","(0.21, 0, 0)","(0.19, 0, 0)"
dm_mathematics,"(0.931, 0, 0)","(0.104, 25, 72)","(0.912, 0, 0)","(0.943, 0, 0)","(0.927, 0, 0)","(0.26, 0, 0)","(0.0, 0, 0)","(0.1, 0, 0)","(0.58, 0, 0)","(0.45, 25, 9)"
github,"(0.857, 25, 9)","(0.166, 100, 72)","(0.858, 25, 9)","(0.855, 0, 0)","(0.86, 0, 0)","(0.5, 25, 9)","(0.0, 25, 9)","(0.44, 100, 72)","(0.47, 25, 18)","(0.55, 0, 0)"
hackernews,"(0.577, 0, 0)","(0.433, 25, 72)","(0.569, 100, 9)","(0.577, 25, 9)","(0.568, 0, 0)","(0.04, 25, 18)","(0.01, 25, 72)","(0.02, 25, 36)","(0.05, 0, 0)","(0.03, 0, 0)"
pile_cc,"(0.538, 0, 0)","(0.478, 25, 72)","(0.538, 25, 18)","(0.536, 100, 9)","(0.531, 0, 0)","(0.03, 100, 72)","(0.01, 100, 72)","(0.03, 100, 18)","(0.03, 100, 18)","(0.02, 0, 0)"
pubmed_central,"(0.819, 0, 0)","(0.243, 25, 72)","(0.802, 0, 0)","(0.82, 0, 0)","(0.828, 0, 0)","(0.22, 25, 9)","(0.0, 0, 0)","(0.19, 100, 9)","(0.28, 100, 9)","(0.26, 0, 0)"
