metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.609,0.612,0.592,0.826,0.827,0.83,0.813,0.819,0.821,0.818,0.822,0.813,0.826,0.825,0.825,0.81,0.808,0.808,0.814,0.811,0.81,0.771,0.527,0.573,0.795,0.538,0.548,0.808,0.551,0.543,0.719,0.621,0.7,0.697,0.581,0.65,0.697,0.587,0.652,0.558,0.517,0.518,0.813,0.812,0.814,0.792,0.794,0.795,0.792,0.79,0.782,0.53,0.554,0.543,0.657,0.501,0.506,0.684,0.531,0.524,0.686,0.541,0.545,0.563,0.813,0.815,0.814,0.792,0.793,0.792,0.792,0.792,0.79,0.608,0.606,0.639
TPR01,4.593,4.506,4.07,31.599,29.419,30.843,33.023,29.448,29.855,29.448,28.227,23.314,23.169,22.703,22.5,24.855,22.733,23.14,21.977,21.047,20.233,5.272,1.512,2.567,10.976,2.019,2.125,15.308,1.483,1.562,8.902,3.817,7.745,8.144,1.337,3.895,8.634,1.948,3.663,1.968,1.753,1.076,17.529,15.872,15.552,16.57,14.186,13.692,15.291,11.163,7.238,1.599,0.552,1.105,2.334,0.719,0.88,2.872,0.814,0.832,5.057,0.562,0.675,1.308,17.529,17.849,17.529,16.57,15.262,15.465,15.291,14.477,13.081,3.459,3.285,3.227
