metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,elbow_delta_slope,elbow_frac,flat_frac,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.521,0.524,0.515,0.553,0.546,0.549,0.561,0.557,0.559,0.559,0.555,0.559,0.544,0.542,0.543,0.542,0.541,0.541,0.541,0.54,0.54,0.516,0.498,0.483,0.522,0.497,0.485,0.531,0.501,0.496,0.518,0.506,0.501,0.522,0.512,0.506,0.522,0.512,0.508,0.51,0.506,0.504,0.538,0.531,0.534,0.532,0.528,0.529,0.532,0.528,0.528,0.498,0.497,0.527,0.514,0.518,0.52,0.517,0.508,0.508,0.523,0.518,0.509,0.513,0.538,0.537,0.538,0.532,0.532,0.532,0.532,0.531,0.532,0.527,0.51,0.505
TPR01,1.586,1.5,1.371,2.857,2.971,2.843,3.057,2.714,2.843,2.914,2.629,2.814,3.114,2.971,3.0,2.457,2.343,2.343,2.414,2.214,2.357,1.7,1.414,0.379,1.521,0.643,0.886,1.629,1.386,1.6,1.23,0.971,1.3,1.1,1.029,1.457,1.271,1.029,1.586,1.85,0.871,0.929,1.814,1.914,1.871,1.657,1.757,1.7,1.543,1.729,1.8,0.443,1.286,1.886,1.687,0.94,0.569,1.355,1.119,1.343,1.279,0.95,0.758,1.314,1.814,1.8,1.786,1.657,1.629,1.643,1.543,1.543,1.757,2.386,1.186,1.171
