metric,apen_1000,apen_600,apen_800,cal_200,cal_200_rep1_diff,cal_200_rep2_diff,cal_300,cal_300_rep1_diff,cal_300_rep2_diff,cal_T,cal_T_rep1_diff,cal_T_rep2_diff,calppl_200,calppl_200_rep1_diff,calppl_200_rep2_diff,calppl_300,calppl_300_rep1_diff,calppl_300_rep2_diff,calppl_T,calppl_T_rep1_diff,calppl_T_rep2_diff,cb_const1,cb_const1_rep1_diff,cb_const1_rep2_diff,cb_const2,cb_const2_rep1_diff,cb_const2_rep2_diff,cb_const3,cb_const3_rep1_diff,cb_const3_rep2_diff,cbm_200,cbm_200_rep1_diff,cbm_200_rep2_diff,cbm_300,cbm_300_rep1_diff,cbm_300_rep2_diff,cbm_T,cbm_T_rep1_diff,cbm_T_rep2_diff,cbpm_200,cbpm_300,cbpm_T,cut_200,cut_200_rep1_diff,cut_200_rep2_diff,cut_300,cut_300_rep1_diff,cut_300_rep2_diff,cut_T,cut_T_rep1_diff,cut_T_rep2_diff,lz_bins3,lz_bins3_rep1_diff,lz_bins3_rep2_diff,lz_bins4,lz_bins4_rep1_diff,lz_bins4_rep2_diff,lz_bins5,lz_bins5_rep1_diff,lz_bins5_rep2_diff,nei_delta,ppl_200,ppl_200_rep1_diff,ppl_200_rep2_diff,ppl_300,ppl_300_rep1_diff,ppl_300_rep2_diff,ppl_T,ppl_T_rep1_diff,ppl_T_rep2_diff,slope_1000,slope_600,slope_800
AUC,0.538,0.548,0.543,0.573,0.576,0.576,0.568,0.57,0.57,0.549,0.547,0.577,0.588,0.589,0.589,0.583,0.583,0.582,0.575,0.574,0.577,0.587,0.553,0.563,0.584,0.563,0.565,0.571,0.54,0.547,0.522,0.456,0.48,0.508,0.445,0.461,0.499,0.434,0.49,0.521,0.508,0.491,0.588,0.589,0.589,0.581,0.581,0.581,0.575,0.572,0.585,0.523,0.527,0.534,0.532,0.524,0.529,0.538,0.55,0.549,0.532,0.588,0.589,0.588,0.581,0.582,0.581,0.575,0.575,0.577,0.524,0.503,0.527
TPR01,1.06,1.214,1.28,4.481,6.159,5.453,3.687,2.737,3.4,2.561,1.589,1.678,5.276,5.828,5.497,4.481,4.305,4.525,2.185,2.009,1.832,4.064,0.522,0.15,4.28,1.203,1.672,4.535,1.14,1.778,2.499,0.265,1.015,3.016,0.243,0.419,1.302,0.155,0.993,3.371,1.689,0.574,4.834,5.982,5.188,3.775,3.841,3.885,1.788,1.634,1.567,0.516,0.414,0.414,0.937,0.858,0.858,1.0,0.686,0.704,1.965,4.834,4.812,4.857,3.775,3.819,3.863,1.788,1.81,1.832,2.119,2.428,2.031
